fips_code,2023_unemployment_rate,2024_unemployment_rate
40029,4.1,3.6
40031,3.7,3.5
40033,3.0,3.1
40035,3.3,3.3
40037,3.3,3.4
40039,2.7,2.8
40041,3.5,3.7
40043,2.5,2.2
40045,2.5,2.6
40047,3.0,3.1
40049,3.2,3.2
40051,2.9,2.9
40053,2.6,2.6
40055,3.4,3.4
40057,2.1,2.2
40059,2.2,2.5
40061,3.8,4.4
40063,4.7,5.0
40065,2.6,2.5
40067,3.7,4.1
40069,3.7,4.0
40071,3.3,3.4
40073,2.4,2.5
40075,3.4,3.2
40077,3.9,4.1
40079,4.1,4.1
40081,3.3,3.3
40083,3.0,3.0
40085,4.0,4.9
40087,2.7,2.7
40089,4.2,4.1
40091,5.3,5.2
40093,2.7,2.9
40095,3.2,3.3
40097,3.4,3.2
40099,3.3,3.5
40101,4.1,4.4
40103,2.7,2.6
40105,3.0,3.1
40107,4.4,4.2
40109,3.1,3.2
40111,4.1,4.1
40113,3.7,3.8
40115,3.2,3.3
40117,3.6,3.6
40119,3.0,3.1
40121,4.2,4.3
40123,3.1,2.9
40125,3.7,3.5
40127,3.9,4.6
40129,2.4,2.4
40131,2.8,2.8
40133,4.6,4.9
40135,3.5,3.6
40137,3.5,3.5
40139,1.8,1.9
40141,4.7,3.7
40143,3.1,3.2
40145,3.0,3.0
40147,3.3,3.4
40149,2.9,2.8
40151,2.0,2.4
40153,2.7,2.8
41001,4.8,4.8
41003,3.2,3.7
41005,3.4,4.0
41007,3.8,4.3
41009,4.3,4.8
41011,4.6,5.0
41013,5.1,5.4
41015,5.1,5.8
41017,3.7,4.2
41019,4.9,5.4
41021,4.4,4.8
41023,5.3,6.0
41025,4.3,4.6
41027,3.1,3.5
41029,4.5,5.0
41031,4.5,4.7
41033,5.3,5.9
41035,5.6,6.0
41037,5.2,5.2
41039,3.9,4.3
41041,4.5,5.2
41043,4.1,4.8
41045,3.9,4.1
41047,3.8,4.3
41049,3.6,4.0
41051,3.6,4.2
41053,3.7,4.1
41055,4.0,4.3
41057,4.1,4.4
41059,4.5,4.6
41061,4.0,4.8
41063,4.6,4.6
41065,4.2,4.4
41067,3.2,3.8
41069,3.3,3.8
41071,3.6,4.0
42001,3.0,3.2
42003,3.5,3.6
42005,4.3,4.5
42007,4.3,4.1
42009,3.9,4.0
42011,3.7,3.9
42013,3.7,3.7
42015,3.7,3.9
42017,3.3,3.5
42019,3.4,3.4
42021,4.3,4.4
42023,5.6,5.6
42025,4.3,4.2
42027,2.9,3.0
42029,2.8,2.9
42031,4.3,4.2
42033,4.1,4.1
42035,4.3,4.4
42037,4.2,4.4
42039,3.9,3.9
42041,2.9,3.1
42043,3.5,3.7
42045,3.4,3.7
42047,3.5,3.9
42049,4.1,4.0
42051,4.9,4.9
42053,5.9,5.7
42055,3.1,3.2
42057,3.4,3.4
42059,4.4,4.7
42061,4.6,4.7
42063,4.5,4.5
42065,4.1,4.2
42067,3.7,4.0
42069,4.1,4.2
42071,2.9,3.0
42073,4.5,4.5
42075,3.1,3.3
42077,4.1,4.1
42079,4.6,4.7
42081,4.0,4.1
42083,4.5,4.3
42085,4.1,4.2
42087,3.4,3.4
42089,4.8,4.4
42091,3.0,3.2
42093,2.8,3.0
42095,3.8,3.9
42097,4.1,4.2
42099,3.3,3.5
42101,4.3,4.7
42103,4.6,4.5
42105,5.2,5.0
42107,4.3,4.3
42109,3.6,3.6
42111,4.1,4.2
42113,4.0,4.1
42115,3.8,3.9
42117,4.1,4.3
42119,3.4,3.6
42121,4.5,4.2
42123,4.1,4.1
42125,3.7,3.8
42127,4.4,4.3
42129,3.8,3.8
42131,4.3,4.2
42133,3.2,3.6
44001,2.5,3.5
44003,2.7,3.8
44005,2.8,3.9
44007,3.2,4.6
44009,2.5,3.5
45001,3.6,4.4
45003,2.9,4.0
45005,4.7,6.2
45007,2.7,3.8
45009,4.4,6.1
45011,3.9,5.5
45013,2.7,3.8
45015,2.6,3.6
45017,3.3,4.5
45019,2.4,3.3
45021,4.1,5.6
45023,3.9,5.5
45025,3.6,4.7
45027,4.0,5.3
45029,3.4,4.6
45031,3.4,4.7
45033,4.5,6.0
45035,2.6,3.7
45037,2.8,3.6
45039,3.8,5.0
45041,3.2,4.4
45043,3.2,4.5
45045,2.6,3.7
45047,3.8,5.1
45049,3.0,3.9
45051,3.5,4.8
45053,2.8,4.0
45055,2.9,4.0
45057,3.2,4.3
45059,3.3,4.4
45061,4.3,6.2
45063,2.5,3.5
45065,3.9,5.2
45067,4.9,6.1
45069,6.7,7.0
45071,3.0,4.2
45073,2.8,3.9
45075,4.2,5.9
45077,2.9,4.0
45079,3.0,4.3
45081,2.8,3.6
45083,3.0,4.2
45085,3.8,5.1
45087,4.4,5.6
45089,4.6,6.4
45091,2.9,4.1
46003,1.5,1.6
46005,1.8,1.7
46007,2.3,2.9
46009,1.9,2.0
46011,1.8,1.8
46013,1.8,1.8
46015,1.3,1.3
46017,4.4,4.7
46019,1.7,1.7
46021,2.3,2.3
46023,1.9,1.9
46025,2.1,2.0
46027,1.8,1.8
46029,1.7,1.7
46031,3.2,3.4
46033,2.2,2.2
46035,1.6,1.6
46037,2.5,1.9
46039,2.3,2.0
46041,5.1,4.7
46043,1.8,1.8
46045,2.0,1.8
46047,2.2,2.4
46049,1.5,1.5
46051,2.3,2.5
46053,1.7,1.6
46055,1.9,1.8
46057,1.7,1.5
46059,1.4,1.4
46061,2.0,2.3
46063,1.6,1.5
46065,1.5,1.5
46067,1.8,1.8
46069,1.6,2.0
46071,3.9,3.4
46073,1.8,1.8
46075,2.8,3.2
46077,1.8,1.8
46079,1.6,1.5
46081,1.7,1.7
46083,1.5,1.5
46085,2.5,2.1
46087,1.6,1.6
46089,2.0,2.0
46091,2.1,2.0
46093,1.8,1.7
46095,2.8,3.0
46097,1.7,2.7
46099,1.7,1.8
46101,2.2,2.1
46102,4.7,5.4
46103,1.8,1.8
46105,1.6,1.4
46107,2.0,2.0
46109,2.7,2.7
46111,1.4,1.5
46115,1.9,2.0
46117,1.6,1.5
46119,1.6,1.5
46121,3.9,4.2
46123,1.5,1.4
46125,1.8,1.7
46127,1.9,2.0
46129,2.4,2.5
46135,1.6,1.5
46137,3.8,3.4
47001,3.3,3.3
47003,3.0,3.1
47005,4.7,4.6
47007,3.4,3.2
47009,2.9,3.0
47011,3.5,3.7
47013,3.7,3.6
47015,2.9,3.1
47017,4.0,3.9
47019,3.7,3.9
47021,2.6,2.8
47023,3.7,3.9
47025,3.8,4.0
47027,4.0,4.5
47029,4.5,4.6
47031,3.3,3.3
47033,3.4,3.4
47035,4.3,4.5
47037,2.7,2.8
47039,4.5,4.2
47041,3.8,4.1
47043,2.7,2.8
47045,3.2,3.3
47047,3.4,3.5
47049,3.8,3.6
47051,3.6,3.8
47053,3.5,3.7
47055,3.7,3.9
47057,3.5,3.5
47059,4.2,4.5
47061,4.2,4.3
47063,3.6,3.5
47065,3.0,3.1
47067,4.2,4.4
47069,4.5,4.5
47071,3.8,3.8
47073,4.0,4.0
47075,3.8,3.0
47077,3.6,3.8
47079,4.0,4.0
47081,2.8,3.1
47083,3.9,4.4
47085,3.5,3.7
47087,4.0,4.0
47089,3.4,3.5
47091,4.1,4.7
47093,2.8,2.9
47095,4.5,4.7
47097,4.9,4.7
47099,3.5,3.8
47101,3.2,3.6
47103,3.1,3.4
47105,3.1,3.4
47107,4.2,4.3
47109,3.8,4.0
47111,2.8,2.8
47113,3.6,3.8
47115,4.0,3.9
47117,3.1,3.4
47119,2.7,3.0
47121,5.2,5.0
47123,3.8,4.1
47125,3.4,3.5
47127,3.2,3.4
47129,4.1,4.0
47131,3.5,3.7
47133,3.4,3.4
47135,5.9,5.2
47137,5.1,4.9
47139,3.8,3.8
47141,3.3,3.3
47143,4.2,4.1
47145,3.6,3.7
47147,2.8,2.9
47149,2.6,2.8
47151,4.3,4.1
47153,3.9,3.8
47155,3.2,3.1
47157,4.2,4.4
47159,2.9,3.0
47161,3.5,3.7
47163,3.4,3.5
47165,2.7,2.8
47167,3.5,3.7
47169,2.8,2.8
47171,3.7,4.1
47173,3.3,3.5
47175,3.5,3.5
47177,3.9,3.8
47179,3.1,3.2
47181,3.9,3.8
47183,3.8,4.3
47185,3.9,4.1
47187,2.6,2.7
47189,2.7,2.8
48001,4.2,4.5
48003,2.9,3.0
48005,4.3,4.2
48007,4.9,4.7
48009,3.5,3.7
48011,3.6,3.1
48013,3.9,4.1
48015,3.8,3.8
48017,4.3,4.2
48019,3.9,4.0
48021,3.6,3.7
48023,2.8,3.0
48025,4.6,4.6
48027,4.3,4.4
48029,3.8,3.9
48031,3.4,3.5
48033,2.7,3.1
48035,3.9,3.9
48037,4.2,4.1
48039,4.5,4.5
48041,3.4,3.4
48043,2.9,2.9
48045,3.1,3.2
48047,3.9,4.2
48049,3.9,3.7
48051,3.7,3.7
48053,3.4,3.5
48055,3.4,3.6
48057,3.6,3.3
48059,3.4,3.3
48061,5.3,5.2
48063,4.1,4.5
48065,2.9,2.9
48067,5.0,5.2
48069,2.8,2.8
48071,4.9,4.7
48073,4.2,4.4
48075,2.7,2.7
48077,3.7,3.7
48079,3.7,4.2
48081,3.1,2.8
48083,3.8,3.7
48085,3.7,3.8
48087,2.9,3.2
48089,3.7,3.8
48091,3.6,3.6
48093,3.1,3.0
48095,3.5,3.4
48097,3.3,3.6
48099,4.4,4.5
48101,2.0,2.2
48103,2.7,2.6
48105,3.1,3.3
48107,4.2,4.0
48109,3.6,3.3
48111,2.8,2.8
48113,4.0,4.2
48115,4.2,4.2
48117,3.3,3.3
48119,5.0,4.4
48121,3.6,3.8
48123,4.2,4.5
48125,4.3,4.1
48127,6.4,6.9
48129,3.9,4.4
48131,5.0,5.3
48133,4.9,5.3
48135,3.4,3.5
48137,2.6,3.0
48139,3.6,3.7
48141,4.2,4.2
48143,3.5,3.6
48145,4.3,4.3
48147,3.9,3.7
48149,4.0,3.8
48151,2.8,3.1
48153,4.0,4.2
48155,3.3,3.3
48157,4.0,4.2
48159,3.6,3.8
48161,4.8,4.7
48163,4.7,6.2
48165,3.2,3.2
48167,4.3,4.4
48169,4.4,4.9
48171,2.9,3.0
48173,3.2,3.1
48175,3.9,4.2
48177,3.6,3.8
48179,3.5,3.8
48181,3.8,3.9
48183,4.4,4.8
48185,4.5,4.4
48187,3.5,3.6
48189,4.0,4.0
48191,3.8,4.6
48193,3.9,4.1
48195,3.0,3.3
48197,4.2,3.6
48199,4.8,4.6
48201,4.3,4.5
48203,4.4,4.9
48205,2.9,3.0
48207,4.1,3.9
48209,3.3,3.4
48211,3.8,4.4
48213,4.6,4.5
48215,6.1,6.0
48217,4.1,4.0
48219,3.7,3.8
48221,4.2,4.3
48223,3.5,3.3
48225,4.3,4.4
48227,3.8,3.6
48229,4.1,4.1
48231,3.9,4.1
48233,4.0,4.5
48235,3.2,3.1
48237,4.2,5.3
48239,3.8,4.2
48241,5.9,6.0
48243,5.1,4.9
48245,6.0,5.9
48247,4.1,4.6
48249,5.1,5.2
48251,3.5,3.6
48253,3.7,3.5
48255,4.0,4.2
48257,3.8,4.0
48259,3.5,3.4
48261,7.8,7.2
48263,3.7,4.5
48265,3.3,3.3
48267,3.2,3.3
48269,1.4,2.6
48271,4.2,4.0
48273,4.5,4.4
48275,3.1,3.5
48277,4.4,4.0
48279,3.6,3.7
48281,4.0,4.0
48283,3.6,4.7
48285,3.2,3.1
48287,3.7,3.5
48289,4.1,3.9
48291,5.3,5.3
48293,4.1,4.3
48295,3.1,3.2
48297,4.7,4.8
48299,4.0,4.1
48301,1.3,1.3
48303,3.4,3.5
48305,3.4,3.4
48307,4.1,4.4
48309,3.8,3.8
48311,5.3,5.8
48313,4.3,4.6
48315,5.6,5.5
48317,2.8,3.0
48319,3.2,3.8
48321,5.7,5.6
48323,7.5,7.9
48325,3.9,4.1
48327,3.1,3.3
48329,2.8,3.0
48331,4.0,4.3
48333,3.4,3.2
48335,3.1,3.2
48337,3.9,4.3
48339,3.8,4.0
48341,3.0,3.0
48343,5.4,5.5
48345,3.7,3.9
48347,4.2,4.3
48349,4.3,4.5
48351,6.8,6.5
48353,3.9,3.8
48355,4.2,4.2
48357,3.0,3.1
48359,3.2,3.4
48361,4.9,4.7
48363,3.9,4.0
48365,4.6,5.2
48367,3.3,3.4
48369,2.8,2.8
48371,3.7,4.0
48373,5.1,5.1
48375,3.4,3.5
48377,7.1,6.5
48379,4.1,4.0
48381,3.0,2.9
48383,3.7,3.9
48385,4.8,4.6
48387,4.9,4.6
48389,4.4,3.9
48391,4.2,4.5
48393,3.8,4.3
48395,4.0,4.3
48397,3.4,3.6
48399,3.8,3.4
48401,4.3,4.5
48403,6.7,6.0
48405,5.2,5.2
48407,5.1,5.4
48409,4.7,4.8
48411,3.8,3.8
48413,4.0,4.6
48415,4.0,3.8
48417,3.2,3.4
48419,5.1,4.9
48421,2.7,2.9
48423,3.7,3.8
48425,4.0,4.0
48427,9.2,9.5
48429,4.4,4.4
48431,3.6,3.2
48433,2.2,2.2
48435,5.3,5.5
48437,4.8,4.3
48439,3.8,4.0
48441,3.4,3.4
48443,3.6,3.7
48445,3.9,3.8
48447,3.6,4.2
48449,3.7,3.9
48451,3.2,3.2
48453,3.5,3.5
48455,5.0,5.1
48457,6.2,6.0
48459,4.2,4.5
48461,1.8,1.7
48463,4.2,4.2
48465,5.7,5.2
48467,4.0,4.2
48469,4.0,4.1
48471,4.1,4.1
48473,4.4,4.8
48475,3.6,3.4
48477,3.8,3.8
48479,4.1,4.2
48481,4.3,4.3
48483,3.2,3.3
48485,3.7,3.8
48487,3.9,3.6
48489,6.0,5.4
48491,3.5,3.6
48493,3.4,3.4
48495,3.4,3.2
48497,3.5,3.7
48499,4.5,4.8
48501,3.5,3.6
48503,3.4,3.4
48505,6.4,7.1
48507,5.3,6.1
49001,3.1,3.2
49003,2.6,3.2
49005,2.4,2.9
49007,3.6,4.0
49009,3.4,3.1
49011,2.4,3.0
49013,2.8,3.5
49015,3.3,3.7
49017,7.9,7.8
49019,3.7,4.0
49021,2.6,3.1
49023,2.6,3.3
49025,3.2,3.7
49027,2.5,3.1
49029,2.2,2.8
49031,5.4,5.9
49033,2.9,3.3
49035,2.8,3.3
49037,3.8,4.4
49039,2.9,3.5
49041,3.0,3.7
49043,2.6,2.9
49045,2.7,3.3
49047,3.0,3.3
49049,2.7,3.4
49051,2.4,2.9
49053,3.0,3.4
49055,5.2,5.4
49057,2.7,3.2
50001,1.7,2.0
50003,2.4,2.8
50005,2.1,2.3
50007,1.5,1.9
50009,2.7,3.2
50011,1.9,2.3
50013,2.3,2.6
50015,2.3,2.6
50017,2.0,2.4
50019,3.3,3.7
50021,2.4,2.7
50023,2.0,2.3
50025,2.1,2.4
50027,1.7,2.1
51001,3.7,3.7
51003,2.5,2.7
51005,3.5,3.9
51007,2.9,3.2
51009,2.9,3.1
51011,3.1,3.2
51013,2.1,2.2
51015,2.3,2.5
51017,2.9,2.6
51019,2.7,3.0
51021,3.0,3.3
51023,2.5,2.6
51025,3.8,4.0
51027,3.9,4.2
51029,3.4,3.5
51031,2.9,3.1
51033,3.0,3.2
51035,3.6,3.9
51036,3.1,3.5
51037,3.4,3.5
51041,2.7,2.9
51043,2.3,2.7
51045,3.3,3.4
51047,2.4,2.7
51049,2.9,2.8
51051,3.8,4.3
51053,3.0,3.1
51057,3.7,4.1
51059,2.3,2.6
51061,2.2,2.4
51063,2.4,2.7
51065,2.5,2.5
51067,2.8,3.1
51069,2.5,2.7
51071,2.8,3.1
51073,2.5,2.6
51075,2.6,2.8
51077,3.0,3.1
51079,2.3,2.5
51081,4.0,4.7
51083,3.8,4.3
51085,2.4,2.6
51087,2.8,3.0
51089,3.6,4.1
51091,2.9,3.0
51093,2.7,2.8
51095,2.7,2.9
51097,2.6,3.0
51099,2.6,2.8
51101,2.5,2.6
51103,4.3,4.4
51105,3.6,3.8
51107,2.3,2.5
51109,2.9,3.1
51111,3.6,3.8
51113,2.4,2.6
51115,2.9,3.1
51117,3.2,3.4
51119,2.8,3.0
51121,2.8,3.1
51125,2.6,2.7
51127,2.5,2.5
51131,3.6,3.7
51133,4.9,4.8
51135,3.5,3.6
51137,2.7,2.9
51139,3.3,3.6
51141,3.0,3.3
51143,3.1,3.4
51145,2.4,2.4
51147,4.3,4.7
51149,2.7,3.0
51153,2.5,2.7
51155,2.7,3.2
51157,2.4,2.7
51159,3.6,3.9
51161,2.5,2.7
51163,2.5,2.7
51165,2.3,2.6
51167,3.8,4.0
51169,3.4,3.5
51171,2.6,3.0
51173,3.2,3.8
51175,2.7,2.9
51177,2.7,2.9
51179,2.6,2.8
51181,2.8,3.0
51183,3.0,3.5
51185,3.8,4.2
51187,2.6,2.8
51191,3.0,3.1
51193,4.0,4.3
51195,3.6,3.9
51197,2.7,3.0
51199,2.6,2.7
51510,2.2,2.4
51520,3.4,3.7
51530,2.9,3.2
51540,2.3,2.5
51550,2.8,2.9
51570,2.8,3.2
51580,3.8,4.2
51590,4.6,5.2
51595,4.2,5.9
51600,2.2,2.4
51610,2.3,2.4
51620,3.7,4.0
51630,2.8,3.1
51640,3.7,3.6
51650,3.4,3.6
51660,3.0,3.4
51670,4.1,4.4
51678,4.0,4.3
51680,3.6,3.8
51683,2.2,2.5
51685,2.3,2.5
51690,4.2,4.6
51700,3.2,3.5
51710,3.2,3.5
51720,3.7,3.6
51730,4.5,5.0
51735,2.3,2.5
51740,3.5,3.8
51750,3.2,3.7
51760,3.1,3.3
51770,3.0,3.3
51775,2.7,2.9
51790,2.4,2.7
51800,2.8,3.0
51810,2.7,2.8
51820,2.6,2.8
51830,3.9,4.2
51840,2.8,3.1
53001,4.8,4.8
53003,3.3,3.5
53005,4.6,4.7
53007,4.3,4.6
53009,4.6,5.0
53011,3.9,4.3
53013,3.6,4.1
53015,4.8,5.1
53017,4.7,5.0
53019,7.1,7.3
53021,5.1,5.2
53023,4.7,4.4
53025,5.3,5.5
53027,5.9,6.1
53029,4.2,4.6
53031,4.9,5.1
53033,3.9,4.2
53035,4.0,4.4
53037,4.4,4.7
53039,4.8,5.0
53041,5.2,5.6
53043,5.4,6.0
53045,5.1,5.5
53047,5.3,5.3
53049,6.0,6.2
53051,5.7,6.0
53053,4.4,4.6
53055,3.4,4.0
53057,4.5,4.9
53059,4.1,4.4
53061,4.1,4.3
53063,4.0,4.4
53065,5.7,5.9
53067,4.0,4.4
53069,6.6,7.3
53071,3.9,4.1
53073,4.0,4.4
53075,3.5,3.9
53077,5.6,5.9
54001,5.1,5.0
54003,3.1,3.2
54005,4.1,4.6
54007,5.0,5.7
54009,4.8,5.3
54011,3.6,3.8
54013,6.4,7.6
54015,6.5,7.4
54017,3.8,4.0
54019,4.2,4.3
54021,4.3,5.0
54023,4.0,4.3
54025,3.7,3.8
54027,3.1,3.3
54029,5.5,5.6
54031,3.4,3.5
54033,3.5,3.8
54035,4.8,5.3
54037,2.7,2.7
54039,3.6,3.9
54041,4.6,4.8
54043,4.7,4.8
54045,3.9,4.3
54047,6.9,7.9
54049,3.9,4.0
54051,4.8,4.8
54053,4.1,4.2
54055,3.9,4.1
54057,3.9,4.2
54059,4.8,5.8
54061,3.1,3.2
54063,3.4,4.0
54065,3.1,3.2
54067,4.4,4.8
54069,4.1,4.0
54071,2.9,3.2
54073,4.4,4.9
54075,4.9,4.9
54077,4.2,4.2
54079,3.3,3.4
54081,3.7,3.8
54083,5.2,5.4
54085,4.9,5.3
54087,6.0,6.6
54089,3.9,4.3
54091,3.9,4.0
54093,3.5,3.6
54095,5.9,6.0
54097,4.2,4.7
54099,4.1,4.4
54101,4.9,5.9
54103,6.9,6.6
54105,6.0,6.3
54107,4.0,4.1
54109,4.3,4.6
55001,4.7,4.7
55003,3.5,3.4
55005,3.5,3.6
55007,4.3,4.1
55009,2.5,2.6
55011,3.5,3.6
55013,4.5,4.5
55015,2.1,2.3
55017,3.3,3.3
55019,2.6,2.9
55021,2.5,2.7
55023,3.6,3.7
55025,2.2,2.4
55027,2.4,2.6
55029,3.0,3.0
55031,4.2,4.1
55033,3.1,3.2
55035,2.5,2.7
55037,3.6,4.0
55039,2.5,3.0
55041,4.3,4.0
55043,2.7,3.1
55045,2.4,2.4
55047,3.2,3.2
55049,2.5,2.7
55051,4.8,4.9
55053,3.8,3.8
55055,2.5,2.6
55057,3.1,3.4
55059,3.1,3.2
55061,2.3,2.4
55063,2.5,2.6
55065,2.4,2.5
55067,3.4,3.5
55069,3.1,3.3
55071,2.7,2.8
55073,2.5,2.6
55075,3.6,4.0
55077,3.6,3.7
55078,5.8,5.5
55079,3.5,3.8
55081,2.5,2.7
55083,3.1,3.2
55085,3.3,3.4
55087,2.4,2.6
55089,2.4,2.5
55091,3.1,3.1
55093,3.3,3.5
55095,4.2,4.3
55097,2.8,3.0
55099,3.1,4.0
55101,3.3,3.5
55103,3.0,3.0
55105,3.2,3.2
55107,3.5,4.1
55109,3.1,3.4
55111,2.5,2.6
55113,4.1,4.0
55115,2.8,3.0
55117,2.3,2.5
55119,3.7,3.6
55121,3.2,3.2
55123,2.8,2.9
55125,3.8,3.8
55127,2.8,2.8
55129,3.8,4.0
55131,2.4,2.6
55133,2.5,2.6
55135,2.7,2.8
55137,3.3,3.5
55139,2.5,2.7
55141,3.0,3.2
56001,2.5,2.7
56003,3.4,3.8
56005,2.6,2.9
56007,3.4,3.5
56009,2.8,3.0
56011,2.3,2.5
56013,3.7,3.8
56015,2.8,3.1
56017,2.6,3.0
56019,2.7,3.0
56021,3.0,3.3
56023,2.8,2.9
56025,3.0,3.1
56027,3.3,3.2
56029,3.2,3.4
56031,3.5,3.6
56033,2.9,3.1
56035,2.7,3.0
56037,3.2,3.4
56039,2.2,2.3
56041,2.9,3.1
56043,3.1,3.2
56045,2.5,2.9
72001,8.3,7.7
72003,7.1,6.8
72005,7.6,7.0
72007,4.8,5.1
72009,6.7,6.6
72011,6.3,6.4
72013,6.2,5.9
72015,10.5,11.5
72017,6.2,5.8
72019,6.4,6.1
72021,4.6,4.0
72023,5.9,5.6
72025,4.9,5.2
72027,5.3,5.0
72029,4.4,4.3
72031,4.4,3.9
72033,4.5,4.0
72035,5.8,6.0
72037,6.7,7.1
72039,7.1,7.8
72041,5.6,5.6
72043,7.2,7.0
72045,6.6,6.3
72047,5.6,6.0
72049,1.7,1.7
72051,5.1,5.2
72053,6.8,7.5
72054,7.8,7.5
72055,11.9,11.7
72057,8.6,9.2
72059,11.4,11.2
72061,3.0,2.7
72063,4.5,4.7
72065,7.4,5.2
72067,5.4,5.4
72069,7.4,7.7
72071,6.5,5.8
72073,11.1,8.1
72075,7.8,7.4
72077,5.6,5.2
72079,7.5,7.6
72081,8.5,7.7
72083,10.5,10.4
72085,6.2,6.8
72087,5.8,5.4
72089,6.6,6.5
72091,5.9,5.6
72093,13.3,15.3
72095,13.0,12.3
72097,7.9,8.2
72099,7.3,6.6
72101,6.0,6.3
72103,6.6,7.6
72105,5.6,5.3
72107,7.5,7.1
72109,9.1,8.3
72111,9.3,10.3
72113,8.4,8.4
72115,5.9,5.4
72117,8.7,9.3
72119,4.6,4.7
72121,7.7,6.9
72123,7.6,7.7
72125,9.9,9.8
72127,4.5,3.9
72129,6.1,6.1
72131,8.3,8.2
72133,7.0,6.1
72135,4.2,3.9
72137,4.1,3.6
72139,2.7,2.2
72141,9.1,8.5
72143,4.7,4.4
72145,5.9,5.4
72147,4.1,4.5
72149,11.5,10.2
72151,8.2,8.6
72153,10.4,10.1
