fips_code,state,county,population,poverty_pct,bachelors_pct,median_income,2023_violent_crime,2023_property_crime,2024_violent_crime,2024_property_crime,metro_status,_merge
20141,Kansas,Osborne,3473,12.5,23.0,59408,,,,,,left_only
20143,Kansas,Ottawa,5782,12.1,24.3,76755,,,,,,left_only
20145,Kansas,Pawnee,6220,11.2,18.8,63625,,,,,,left_only
20147,Kansas,Phillips,4874,13.8,22.3,61235,,,,,,left_only
20151,Kansas,Pratt,9120,9.5,26.6,64348,,,,,,left_only
20153,Kansas,Rawlins,2533,10.1,17.3,65000,,,,,,left_only
20157,Kansas,Republic,4662,14.6,25.4,53611,,,,,,left_only
20159,Kansas,Rice,9389,7.4,24.3,63947,,,,,,left_only
20161,Kansas,Riley,71710,22.0,48.0,59560,,,,,,left_only
20173,Kansas,Sedgwick,524810,14.0,31.6,67675,,,,,,left_only
20175,Kansas,Seward,21640,13.0,12.7,62269,,,,,,left_only
20179,Kansas,Sheridan,2442,10.4,24.3,70000,,,,,,left_only
20181,Kansas,Sherman,5919,10.0,25.1,64444,,,,,,left_only
20183,Kansas,Smith,3579,7.8,24.6,57024,,,,,,left_only
20185,Kansas,Stafford,4004,10.8,26.3,63786,,,,,,left_only
20187,Kansas,Stanton,2018,12.9,23.7,70361,,,,,,left_only
20189,Kansas,Stevens,5212,15.3,16.2,61909,,,,,,left_only
20195,Kansas,Trego,2778,5.5,28.7,73375,,,,,,left_only
20199,Kansas,Wallace,1459,12.8,22.7,60263,,,,,,left_only
20203,Kansas,Wichita,2115,16.3,18.8,71282,,,,,,left_only
20205,Kansas,Wilson,8559,15.8,21.3,57056,,,,,,left_only
22003,Louisiana,Allen,22552,20.4,11.6,51138,,,,,,left_only
22007,Louisiana,Assumption,20720,13.9,13.7,52546,,,,,,left_only
22009,Louisiana,Avoyelles,39176,27.4,10.9,39439,,,,,,left_only
22037,Louisiana,East Feliciana,19378,13.5,17.0,72899,,,,,,left_only
22045,Louisiana,Iberia,69194,22.6,14.7,57811,,,,,,left_only
22049,Louisiana,Jackson,14939,24.3,13.4,43345,,,,,,left_only
22059,Louisiana,LaSalle,14804,15.5,17.4,67077,,,,,,left_only
22069,Louisiana,Natchitoches,37047,24.1,25.6,46798,,,,,,left_only
22071,Louisiana,Orleans,376035,22.6,42.0,55339,,,,,,left_only
22077,Louisiana,Pointe Coupee,20438,17.8,15.5,59351,,,,,,left_only
22081,Louisiana,Red River,7529,29.4,11.2,44539,,,,,,left_only
22083,Louisiana,Richland,19908,23.5,18.1,52960,,,,,,left_only
22085,Louisiana,Sabine,22085,22.7,14.5,52047,,,,,,left_only
22097,Louisiana,St. Landry,82128,24.0,14.3,45637,,,,,,left_only
22111,Louisiana,Union,20914,28.6,16.0,45743,,,,,,left_only
22115,Louisiana,Vernon,47764,18.3,19.1,58281,,,,,,left_only
24003,Maryland,Anne Arundel,590936,5.5,45.2,120324,,,,,,left_only
24005,Maryland,Baltimore,849586,10.0,41.4,90904,,,,,,left_only
24009,Maryland,Calvert,93791,4.0,35.3,132059,,,,,,left_only
24029,Maryland,Kent,19265,9.5,37.9,74402,,,,,,left_only
24033,Maryland,Prince George's,955584,10.2,36.1,100708,,,,,,left_only
24039,Maryland,Somerset,24685,20.1,17.1,52462,,,,,,left_only
24510,Maryland,Baltimore,577193,20.1,35.4,59623,,,,,,left_only
25001,Massachusetts,Barnstable,230073,7.4,47.4,94452,,,,,,left_only
25003,Massachusetts,Berkshire,128047,11.0,38.3,72565,,,,,,left_only
25005,Massachusetts,Bristol,578436,11.6,30.6,84198,,,,,,left_only
25007,Massachusetts,Dukes,20751,5.4,49.0,102348,,,,,,left_only
25009,Massachusetts,Essex,807258,9.4,42.3,99431,,,,,,left_only
25011,Massachusetts,Franklin,70922,12.2,40.3,72584,,,,,,left_only
25013,Massachusetts,Hampden,462853,15.7,28.9,70535,,,,,,left_only
25015,Massachusetts,Hampshire,156595,10.9,51.1,86391,,,,,,left_only
25017,Massachusetts,Middlesex,1622896,7.5,59.0,126779,,,,,,left_only
25019,Massachusetts,Nantucket,14299,3.0,58.4,119750,,,,,,left_only
25021,Massachusetts,Norfolk,724540,6.6,57.6,126497,,,,,,left_only
25023,Massachusetts,Plymouth,531889,7.1,41.2,109698,,,,,,left_only
25025,Massachusetts,Suffolk,782172,16.5,49.9,92859,,,,,,left_only
25027,Massachusetts,Worcester,861664,10.3,39.0,93561,,,,,,left_only
26009,Michigan,Antrim,23876,9.4,34.3,71421,,,,,,left_only
26013,Michigan,Baraga,8249,13.5,16.1,55117,,,,,,left_only
26015,Michigan,Barry,62982,8.1,24.3,77873,,,,,,left_only
26023,Michigan,Branch,44914,15.4,16.9,61958,,,,,,left_only
26035,Michigan,Clare,31109,21.1,13.0,49805,,,,,,left_only
26043,Michigan,Dickinson,25940,9.8,24.3,61882,,,,,,left_only
26055,Michigan,Grand Traverse,95757,8.6,40.3,79486,,,,,,left_only
26067,Michigan,Ionia,66706,11.4,18.0,73436,,,,,,left_only
26071,Michigan,Iron,11650,16.9,20.6,53614,,,,,,left_only
26079,Michigan,Kalkaska,18116,14.1,18.2,60365,,,,,,left_only
26083,Michigan,Keweenaw,2106,8.7,43.6,53893,,,,,,left_only
26085,Michigan,Lake,12393,20.6,12.5,49680,,,,,,left_only
26107,Michigan,Mecosta,40321,19.2,22.7,57774,,,,,,left_only
26109,Michigan,Menominee,23295,12.2,18.0,55688,,,,,,left_only
26115,Michigan,Monroe,155001,11.1,23.4,75272,,,,,,left_only
26123,Michigan,Newaygo,50414,14.3,18.4,61931,,,,,,left_only
26133,Michigan,Osceola,23122,15.8,16.4,57050,,,,,,left_only
26145,Michigan,Saginaw,189210,18.1,23.4,58347,,,,,,left_only
26153,Michigan,Schoolcraft,8093,14.8,20.7,57708,,,,,,left_only
26159,Michigan,Van Buren,75681,13.8,22.9,66902,,,,,,left_only
26165,Michigan,Wexford,33868,12.9,21.2,63123,,,,,,left_only
27051,Minnesota,Grant,6108,10.7,19.1,72957,,,,,,left_only
27077,Minnesota,Lake of the Woods,3800,8.2,21.4,70091,,,,,,left_only
27133,Minnesota,Rock,9628,9.5,26.3,70698,,,,,,left_only
27135,Minnesota,Roseau,15301,11.0,20.5,73611,,,,,,left_only
28001,Mississippi,Adams,29098,28.2,19.3,40250,,,,,,left_only
28005,Mississippi,Amite,12611,27.0,8.0,35385,,,,,,left_only
28009,Mississippi,Benton,7592,17.6,12.1,42139,,,,,,left_only
28011,Mississippi,Bolivar,30163,33.7,26.6,37315,,,,,,left_only
28015,Mississippi,Carroll,9828,22.4,18.5,55275,,,,,,left_only
28017,Mississippi,Chickasaw,16994,24.1,12.4,43041,,,,,,left_only
28019,Mississippi,Choctaw,8172,15.9,18.6,48321,,,,,,left_only
28021,Mississippi,Claiborne,8908,27.2,20.6,34371,,,,,,left_only
28023,Mississippi,Clarke,15424,19.2,15.1,46054,,,,,,left_only
28025,Mississippi,Clay,18462,24.8,18.2,39904,,,,,,left_only
28029,Mississippi,Copiah,27994,23.0,20.3,47994,,,,,,left_only
28031,Mississippi,Covington,18226,17.7,15.9,47001,,,,,,left_only
28037,Mississippi,Franklin,7655,23.3,18.1,45618,,,,,,left_only
28041,Mississippi,Greene,13595,20.5,11.9,55838,,,,,,left_only
28049,Mississippi,Hinds,222494,21.6,31.1,49966,,,,,,left_only
28051,Mississippi,Holmes,16491,38.0,13.7,29434,,,,,,left_only
28053,Mississippi,Humphreys,7570,26.4,19.4,32976,,,,,,left_only
28055,Mississippi,Issaquena,1095,17.2,4.4,29271,,,,,,left_only
28057,Mississippi,Itawamba,23942,10.8,14.8,59508,,,,,,left_only
28059,Mississippi,Jackson,144437,14.1,24.9,64756,,,,,,left_only
28063,Mississippi,Jefferson,7127,28.5,19.9,36207,,,,,,left_only
28065,Mississippi,Jefferson Davis,11183,25.0,13.5,37183,,,,,,left_only
28067,Mississippi,Jones,66839,20.8,20.0,51143,,,,,,left_only
28073,Mississippi,Lamar,65081,16.1,33.2,69106,,,,,,left_only
28075,Mississippi,Lauderdale,71984,25.1,21.7,50033,,,,,,left_only
28077,Mississippi,Lawrence,11883,23.8,12.7,43368,,,,,,left_only
28083,Mississippi,Leflore,27432,31.9,20.0,33188,,,,,,left_only
28093,Mississippi,Marshall,33899,22.8,14.5,51875,,,,,,left_only
28097,Mississippi,Montgomery,9708,25.6,20.6,45057,,,,,,left_only
28101,Mississippi,Newton,21151,22.0,17.5,50426,,,,,,left_only
28107,Mississippi,Panola,32965,24.1,15.5,43990,,,,,,left_only
28109,Mississippi,Pearl River,56781,16.4,16.0,56535,,,,,,left_only
28111,Mississippi,Perry,11459,18.1,11.4,50435,,,,,,left_only
28119,Mississippi,Quitman,5908,33.5,15.2,32131,,,,,,left_only
28121,Mississippi,Rankin,158218,10.0,32.8,77454,,,,,,left_only
28123,Mississippi,Scott,27754,20.7,12.1,48492,,,,,,left_only
28125,Mississippi,Sharkey,3848,31.8,15.4,35741,,,,,,left_only
28127,Mississippi,Simpson,25817,19.4,16.5,54111,,,,,,left_only
28139,Mississippi,Tippah,21621,18.9,16.4,51141,,,,,,left_only
28149,Mississippi,Warren,43623,20.3,26.5,56648,,,,,,left_only
28151,Mississippi,Washington,43674,28.8,20.5,40117,,,,,,left_only
28157,Mississippi,Wilkinson,8376,28.2,11.6,35930,,,,,,left_only
28161,Mississippi,Yalobusha,12439,22.7,12.3,49171,,,,,,left_only
28163,Mississippi,Yazoo,26837,31.4,13.3,40974,,,,,,left_only
29001,Missouri,Adair,25224,21.2,35.0,56583,,,,,,left_only
29003,Missouri,Andrew,18086,7.4,26.9,74007,,,,,,left_only
29005,Missouri,Atchison,5216,12.5,22.0,59260,,,,,,left_only
29015,Missouri,Benton,19887,16.7,15.2,52200,,,,,,left_only
29033,Missouri,Carroll,8459,10.8,20.2,61712,,,,,,left_only
29035,Missouri,Carter,5269,19.2,13.3,45083,,,,,,left_only
29037,Missouri,Cass,109393,6.5,28.8,87413,,,,,,left_only
29049,Missouri,Clinton,21259,12.8,22.7,70625,,,,,,left_only
29051,Missouri,Cole,76924,9.3,37.5,73273,,,,,,left_only
29053,Missouri,Cooper,16835,10.8,24.0,67548,,,,,,left_only
29055,Missouri,Crawford,22890,13.6,12.8,56345,,,,,,left_only
29059,Missouri,Dallas,17344,21.4,14.8,53177,,,,,,left_only
29063,Missouri,DeKalb,11176,8.7,14.8,69093,,,,,,left_only
29067,Missouri,Douglas,11850,16.9,15.5,49828,,,,,,left_only
29073,Missouri,Gasconade,14774,11.3,18.6,65096,,,,,,left_only
29075,Missouri,Gentry,6224,15.6,20.5,57458,,,,,,left_only
29081,Missouri,Harrison,8198,16.1,17.6,53364,,,,,,left_only
29087,Missouri,Holt,4254,9.8,20.5,58516,,,,,,left_only
29093,Missouri,Iron,9482,20.7,18.3,51161,,,,,,left_only
29103,Missouri,Knox,3760,14.7,16.9,53333,,,,,,left_only
29115,Missouri,Linn,11850,16.2,20.1,61975,,,,,,left_only
29121,Missouri,Macon,15163,10.0,18.5,58318,,,,,,left_only
29123,Missouri,Madison,12665,14.0,15.3,58435,,,,,,left_only
29125,Missouri,Maries,8435,14.9,16.0,61359,,,,,,left_only
29127,Missouri,Marion,28493,13.6,25.7,63908,,,,,,left_only
29129,Missouri,Mercer,3501,14.7,17.9,60357,,,,,,left_only
29131,Missouri,Miller,25081,14.6,21.0,55172,,,,,,left_only
29135,Missouri,Moniteau,15303,10.4,17.2,65161,,,,,,left_only
29141,Missouri,Morgan,21430,17.0,14.9,49663,,,,,,left_only
29149,Missouri,Oregon,8704,21.9,14.4,44259,,,,,,left_only
29155,Missouri,Pemiscot,15232,27.4,12.8,40748,,,,,,left_only
29169,Missouri,Pulaski,53850,12.8,27.9,66435,,,,,,left_only
29171,Missouri,Putnam,4675,16.2,19.3,56875,,,,,,left_only
29179,Missouri,Reynolds,6058,17.9,15.4,44357,,,,,,left_only
29189,Missouri,St. Louis,996618,9.6,46.9,81340,,,,,,left_only
29199,Missouri,Scotland,4698,7.1,14.5,67568,,,,,,left_only
29201,Missouri,Scott,37967,14.5,21.7,58847,,,,,,left_only
29203,Missouri,Shannon,7137,16.7,14.6,59000,,,,,,left_only
29205,Missouri,Shelby,6011,15.6,18.0,52127,,,,,,left_only
29211,Missouri,Sullivan,5903,14.7,14.7,55500,,,,,,left_only
29219,Missouri,Warren,36467,9.3,19.6,77989,,,,,,left_only
29221,Missouri,Washington,23483,18.2,12.4,51886,,,,,,left_only
29227,Missouri,Worth,1956,17.6,17.6,46167,,,,,,left_only
29510,Missouri,St. Louis,293109,19.8,40.2,55279,,,,,,left_only
30005,Montana,Blaine,6997,20.2,25.8,65050,,,,,,left_only
30017,Montana,Custer,11938,11.7,29.8,63585,,,,,,left_only
30019,Montana,Daniels,1524,11.9,27.5,58000,,,,,,left_only
30023,Montana,Deer Lodge,9512,18.1,22.3,49533,,,,,,left_only
30025,Montana,Fallon,2817,12.1,16.5,72284,,,,,,left_only
30033,Montana,Garfield,938,12.2,21.3,61750,,,,,,left_only
30059,Montana,Meagher,1979,10.7,28.5,56215,,,,,,left_only
30093,Montana,Silver Bow,35589,16.2,27.7,57504,,,,,,left_only
30109,Montana,Wibaux,1148,15.9,25.8,64792,,,,,,left_only
31003,Nebraska,Antelope,6302,10.0,19.9,63750,,,,,,left_only
31005,Nebraska,Arthur,540,9.6,32.7,67500,,,,,,left_only
31007,Nebraska,Banner,657,9.4,32.6,71250,,,,,,left_only
31009,Nebraska,Blaine,385,10.6,25.6,61250,,,,,,left_only
31011,Nebraska,Boone,5366,9.2,18.9,71367,,,,,,left_only
31013,Nebraska,Box Butte,10754,10.0,20.1,68778,,,,,,left_only
31015,Nebraska,Boyd,1704,10.2,19.6,58984,,,,,,left_only
31017,Nebraska,Brown,2739,12.1,21.2,51538,,,,,,left_only
31021,Nebraska,Burt,6730,13.7,25.7,57303,,,,,,left_only
31023,Nebraska,Butler,8413,7.6,25.2,82603,,,,,,left_only
31029,Nebraska,Chase,3639,7.8,24.1,62782,,,,,,left_only
31031,Nebraska,Cherry,5468,7.2,24.2,63750,,,,,,left_only
31035,Nebraska,Clay,6084,8.1,22.9,75938,,,,,,left_only
31039,Nebraska,Cuming,8976,7.8,24.8,70708,,,,,,left_only
31047,Nebraska,Dawson,24020,12.3,17.5,65383,,,,,,left_only
31049,Nebraska,Deuel,1865,9.1,22.5,61438,,,,,,left_only
31053,Nebraska,Dodge,37146,9.3,21.5,71294,,,,,,left_only
31057,Nebraska,Dundy,1811,12.0,23.3,56563,,,,,,left_only
31059,Nebraska,Fillmore,5551,7.9,21.9,76354,,,,,,left_only
31061,Nebraska,Franklin,2868,14.1,20.0,57692,,,,,,left_only
31063,Nebraska,Frontier,2562,12.1,26.1,68207,,,,,,left_only
31067,Nebraska,Gage,21646,13.2,22.1,64426,,,,,,left_only
31069,Nebraska,Garden,1620,14.1,20.7,44777,,,,,,left_only
31071,Nebraska,Garfield,1797,11.7,32.7,68611,,,,,,left_only
31075,Nebraska,Grant,695,10.8,29.4,69063,,,,,,left_only
31077,Nebraska,Greeley,2211,11.2,18.4,58894,,,,,,left_only
31081,Nebraska,Hamilton,9438,6.7,29.6,79884,,,,,,left_only
31083,Nebraska,Harlan,3006,7.2,24.2,70536,,,,,,left_only
31085,Nebraska,Hayes,854,12.3,15.9,60313,,,,,,left_only
31087,Nebraska,Hitchcock,2601,11.6,19.8,52016,,,,,,left_only
31089,Nebraska,Holt,10093,10.8,27.0,67225,,,,,,left_only
31091,Nebraska,Hooker,613,7.7,20.7,45854,,,,,,left_only
31093,Nebraska,Howard,6492,5.4,23.0,74508,,,,,,left_only
31097,Nebraska,Johnson,5263,6.8,19.0,59457,,,,,,left_only
31099,Nebraska,Kearney,6697,6.7,32.9,79167,,,,,,left_only
31103,Nebraska,Keya Paha,939,10.4,25.7,60313,,,,,,left_only
31105,Nebraska,Kimball,3348,11.1,14.3,59438,,,,,,left_only
31107,Nebraska,Knox,8362,13.2,19.7,64821,,,,,,left_only
31111,Nebraska,Lincoln,34122,12.8,20.4,64342,,,,,,left_only
31113,Nebraska,Logan,812,8.2,26.7,71650,,,,,,left_only
31115,Nebraska,Loup,564,8.2,26.0,60156,,,,,,left_only
31117,Nebraska,McPherson,463,7.1,24.4,61316,,,,,,left_only
31121,Nebraska,Merrick,7696,8.7,17.6,62849,,,,,,left_only
31125,Nebraska,Nance,3342,16.1,18.4,65438,,,,,,left_only
31127,Nebraska,Nemaha,7035,13.0,29.2,60132,,,,,,left_only
31129,Nebraska,Nuckolls,4089,7.4,26.6,70201,,,,,,left_only
31133,Nebraska,Pawnee,2539,14.1,20.4,54926,,,,,,left_only
31135,Nebraska,Perkins,2835,7.7,25.7,67500,,,,,,left_only
31137,Nebraska,Phelps,8983,13.6,26.7,65988,,,,,,left_only
31141,Nebraska,Platte,34358,8.7,24.1,72335,,,,,,left_only
31149,Nebraska,Rock,1335,10.5,29.0,57500,,,,,,left_only
31157,Nebraska,Scotts Bluff,35937,13.9,25.9,60960,,,,,,left_only
31161,Nebraska,Sheridan,5058,10.7,21.7,56900,,,,,,left_only
31163,Nebraska,Sherman,2974,9.5,18.8,61935,,,,,,left_only
31165,Nebraska,Sioux,1197,11.4,25.1,54076,,,,,,left_only
31173,Nebraska,Thurston,6666,18.0,20.2,64838,,,,,,left_only
31175,Nebraska,Valley,4094,9.3,27.6,58902,,,,,,left_only
31177,Nebraska,Washington,20989,6.9,36.5,90188,,,,,,left_only
31179,Nebraska,Wayne,9786,13.2,29.4,67687,,,,,,left_only
31181,Nebraska,Webster,3385,9.9,21.9,65197,,,,,,left_only
31183,Nebraska,Wheeler,785,5.2,29.6,55893,,,,,,left_only
32003,Nevada,Clark,2293764,13.2,27.3,73845,,,,,,left_only
32017,Nevada,Lincoln,4452,6.6,19.0,69496,,,,,,left_only
32027,Nevada,Pershing,6505,8.1,9.3,72007,,,,,,left_only
32029,Nevada,Storey,4139,7.1,31.6,96000,,,,,,left_only
32510,Nevada,Carson,58364,11.1,24.5,71809,,,,,,left_only
33007,New Hampshire,Coos,31386,12.9,20.2,58439,,,,,,left_only
33009,New Hampshire,Grafton,91759,10.1,44.8,84021,,,,,,left_only
33011,New Hampshire,Hillsborough,424732,6.5,40.6,100436,,,,,,left_only
33019,New Hampshire,Sullivan,43529,10.8,30.5,75929,,,,,,left_only
34027,New Jersey,Morris,510375,5.1,57.2,134929,,,,,,left_only
34029,New Jersey,Ocean,646434,10.4,33.7,86411,,,,,,left_only
34039,New Jersey,Union,572549,8.9,38.6,100117,,,,,,left_only
35003,New Mexico,Catron,3685,21.2,20.7,46439,,,,,,left_only
35006,New Mexico,Cibola,27059,27.6,18.8,51765,,,,,,left_only
35007,New Mexico,Colfax,12336,17.0,24.0,52690,,,,,,left_only
35013,New Mexico,Doña Ana,221665,22.2,31.4,55663,,,,,,left_only
35015,New Mexico,Eddy,61114,12.4,19.8,79605,,,,,,left_only
35017,New Mexico,Grant,27856,19.5,28.8,45921,,,,,,left_only
35021,New Mexico,Harding,748,18.7,30.3,41250,,,,,,left_only
35027,New Mexico,Lincoln,20227,16.0,28.8,51643,,,,,,left_only
35028,New Mexico,Los Alamos,19374,2.9,68.2,143188,,,,,,left_only
35029,New Mexico,Luna,25420,26.1,14.7,37917,,,,,,left_only
35035,New Mexico,Otero,68235,20.0,21.6,52717,,,,,,left_only
35037,New Mexico,Quay,8616,25.4,20.4,43698,,,,,,left_only
35039,New Mexico,Rio Arriba,40165,20.1,18.8,53901,,,,,,left_only
35041,New Mexico,Roosevelt,19002,21.6,21.3,52445,,,,,,left_only
35043,New Mexico,Sandoval,151538,10.0,33.4,84053,,,,,,left_only
35047,New Mexico,San Miguel,27036,22.0,26.2,47400,,,,,,left_only
35051,New Mexico,Sierra,11511,24.9,16.3,37840,,,,,,left_only
35055,New Mexico,Taos,34516,14.4,37.1,58908,,,,,,left_only
35059,New Mexico,Union,4039,19.5,18.1,45319,,,,,,left_only
36001,New York,Albany,315374,12.9,45.2,83149,,,,,,left_only
36003,New York,Allegany,47027,16.8,24.6,61233,,,,,,left_only
36005,New York,Bronx,1419250,26.9,22.0,49036,,,,,,left_only
36011,New York,Cayuga,75464,13.8,23.9,66583,,,,,,left_only
36017,New York,Chenango,46685,12.2,19.2,62093,,,,,,left_only
36019,New York,Clinton,78961,13.8,26.8,69208,,,,,,left_only
36021,New York,Columbia,61245,11.4,38.1,83619,,,,,,left_only
36031,New York,Essex,37077,11.8,31.3,70215,,,,,,left_only
36033,New York,Franklin,47066,16.5,23.8,63747,,,,,,left_only
36041,New York,Hamilton,5102,10.0,26.9,68950,,,,,,left_only
36047,New York,Kings,2646306,18.9,41.3,78548,,,,,,left_only
36061,New York,New York,1627788,15.8,64.0,104553,,,,,,left_only
36071,New York,Orange,403840,13.0,32.2,96497,,,,,,left_only
36073,New York,Orleans,39686,13.0,17.5,63838,,,,,,left_only
36081,New York,Queens,2330124,12.2,35.3,84961,,,,,,left_only
36085,New York,Richmond,492734,10.9,35.8,98290,,,,,,left_only
36087,New York,Rockland,338936,15.6,42.1,110631,,,,,,left_only
36115,New York,Washington,60883,10.8,21.2,72342,,,,,,left_only
36119,New York,Westchester,996888,8.9,52.5,118411,,,,,,left_only
37005,North Carolina,Alleghany,11075,17.4,22.8,44272,,,,,,left_only
37013,North Carolina,Beaufort,44597,18.0,20.6,57997,,,,,,left_only
37015,North Carolina,Bertie,17482,19.8,17.8,45931,,,,,,left_only
37035,North Carolina,Catawba,162051,12.8,24.9,64544,,,,,,left_only
37047,North Carolina,Columbus,50453,18.8,15.1,48184,,,,,,left_only
37051,North Carolina,Cumberland,336749,17.2,27.2,58780,,,,,,left_only
37057,North Carolina,Davidson,171063,13.8,20.7,62426,,,,,,left_only
37061,North Carolina,Duplin,49053,17.9,17.5,51880,,,,,,left_only
37063,North Carolina,Durham,329405,12.0,53.5,79501,,,,,,left_only
37069,North Carolina,Franklin,71962,10.1,24.4,71386,,,,,,left_only
37075,North Carolina,Graham,8041,8.7,16.8,49038,,,,,,left_only
37079,North Carolina,Greene,20421,22.4,12.2,50904,,,,,,left_only
37095,North Carolina,Hyde,4625,22.4,13.7,47338,,,,,,left_only
37099,North Carolina,Jackson,43089,19.3,30.0,53479,,,,,,left_only
37103,North Carolina,Jones,9245,21.3,17.9,55659,,,,,,left_only
37107,North Carolina,Lenoir,54917,22.5,15.8,44795,,,,,,left_only
37113,North Carolina,Macon,37533,14.4,24.6,53298,,,,,,left_only
37119,North Carolina,Mecklenburg,1130906,10.4,48.6,83765,,,,,,left_only
37121,North Carolina,Mitchell,14973,13.0,23.1,58089,,,,,,left_only
37127,North Carolina,Nash,95451,14.0,21.7,60704,,,,,,left_only
37131,North Carolina,Northampton,17212,20.0,19.0,47935,,,,,,left_only
37133,North Carolina,Onslow,208537,11.7,26.1,64568,,,,,,left_only
37151,North Carolina,Randolph,145322,14.8,17.6,59047,,,,,,left_only
37167,North Carolina,Stanly,63557,14.2,19.7,61631,,,,,,left_only
37169,North Carolina,Stokes,44889,12.0,18.5,60039,,,,,,left_only
37171,North Carolina,Surry,71407,16.7,19.4,56095,,,,,,left_only
37181,North Carolina,Vance,42361,19.0,18.5,46943,,,,,,left_only
37187,North Carolina,Washington,10905,24.7,12.2,41750,,,,,,left_only
38001,North Dakota,Adams,2179,14.5,20.8,55417,,,,,,left_only
38005,North Dakota,Benson,5861,22.2,22.1,68049,,,,,,left_only
38009,North Dakota,Bottineau,6390,7.6,27.4,83460,,,,,,left_only
38011,North Dakota,Bowman,2935,9.5,27.3,83773,,,,,,left_only
38013,North Dakota,Burke,2163,5.1,23.5,96339,,,,,,left_only
38021,North Dakota,Dickey,4959,10.8,27.1,63125,,,,,,left_only
38023,North Dakota,Divide,2174,7.3,20.4,89297,,,,,,left_only
38027,North Dakota,Eddy,2319,12.8,28.2,55389,,,,,,left_only
38031,North Dakota,Foster,3372,9.1,27.2,83412,,,,,,left_only
38033,North Dakota,Golden Valley,1679,18.0,18.0,76528,,,,,,left_only
38037,North Dakota,Grant,2276,17.4,21.2,56750,,,,,,left_only
38039,North Dakota,Griggs,2340,10.1,27.4,64737,,,,,,left_only
38041,North Dakota,Hettinger,2453,9.3,18.7,70827,,,,,,left_only
38043,North Dakota,Kidder,2374,10.3,21.3,61850,,,,,,left_only
38045,North Dakota,LaMoure,4107,10.8,24.2,70263,,,,,,left_only
38047,North Dakota,Logan,1848,11.5,26.2,61339,,,,,,left_only
38063,North Dakota,Nelson,3015,10.0,28.2,68051,,,,,,left_only
38065,North Dakota,Oliver,1821,4.7,20.5,76953,,,,,,left_only
38069,North Dakota,Pierce,3961,12.2,27.9,63214,,,,,,left_only
38071,North Dakota,Ramsey,11563,16.3,27.6,61319,,,,,,left_only
38075,North Dakota,Renville,2277,7.1,22.0,76311,,,,,,left_only
38085,North Dakota,Sioux,3789,42.7,11.2,41676,,,,,,left_only
38087,North Dakota,Slope,795,6.4,22.8,62500,,,,,,left_only
38091,North Dakota,Steele,1731,13.3,29.6,80313,,,,,,left_only
38103,North Dakota,Wells,3942,10.5,22.3,61346,,,,,,left_only
39011,Ohio,Auglaize,46209,7.5,20.8,76454,,,,,,left_only
39015,Ohio,Brown,43710,17.4,15.8,69990,,,,,,left_only
39019,Ohio,Carroll,26731,12.5,14.0,64675,,,,,,left_only
39023,Ohio,Clark,135445,15.6,18.5,60846,,,,,,left_only
