fips_code,state,county,population,poverty_pct,bachelors_pct,median_income,2023_violent_crime,2023_property_crime,2024_violent_crime,2024_property_crime,metro_status,_merge
39035,Ohio,Cuyahoga,1249418,16.2,35.9,62823,,,,,,left_only
39051,Ohio,Fulton,42434,8.7,18.8,72866,,,,,,left_only
39055,Ohio,Geauga,95479,5.8,38.7,100783,,,,,,left_only
39059,Ohio,Guernsey,38283,15.8,15.3,55756,,,,,,left_only
39065,Ohio,Hardin,30527,18.2,18.9,58001,,,,,,left_only
39073,Ohio,Hocking,27938,17.1,14.4,61366,,,,,,left_only
39077,Ohio,Huron,58412,12.0,16.9,65972,,,,,,left_only
39081,Ohio,Jefferson,64855,16.9,20.6,56983,,,,,,left_only
39083,Ohio,Knox,62888,11.0,24.3,73988,,,,,,left_only
39085,Ohio,Lake,232101,8.2,30.5,77952,,,,,,left_only
39087,Ohio,Lawrence,57385,17.5,18.6,54842,,,,,,left_only
39089,Ohio,Licking,180311,10.1,29.3,81033,,,,,,left_only
39091,Ohio,Logan,46140,11.3,18.3,69183,,,,,,left_only
39093,Ohio,Lorain,314588,12.8,27.9,70693,,,,,,left_only
39101,Ohio,Marion,65145,15.3,13.7,57306,,,,,,left_only
39119,Ohio,Muskingum,86382,15.6,20.3,59203,,,,,,left_only
39121,Ohio,Noble,14252,11.7,13.7,55360,,,,,,left_only
39123,Ohio,Ottawa,40161,8.4,28.5,75728,,,,,,left_only
39137,Ohio,Putnam,34352,7.1,26.3,82785,,,,,,left_only
39143,Ohio,Sandusky,58770,13.2,19.1,62500,,,,,,left_only
39169,Ohio,Wayne,116618,8.7,24.7,71769,,,,,,left_only
39171,Ohio,Williams,36862,11.9,14.2,61834,,,,,,left_only
39175,Ohio,Wyandot,21699,7.5,20.7,71878,,,,,,left_only
41011,Oregon,Coos,64832,15.6,21.7,60313,,,,,,left_only
41015,Oregon,Curry,23463,13.3,24.2,64769,,,,,,left_only
41023,Oregon,Grant,7238,15.2,19.7,59800,,,,,,left_only
41025,Oregon,Harney,7515,12.8,15.6,48338,,,,,,left_only
41037,Oregon,Lake,8254,17.8,20.9,61222,,,,,,left_only
41045,Oregon,Malheur,31701,17.8,15.5,49902,,,,,,left_only
41063,Oregon,Wallowa,7532,7.8,36.9,65559,,,,,,left_only
41069,Oregon,Wheeler,1434,10.0,20.4,51250,,,,,,left_only
42001,Pennsylvania,Adams,105183,8.4,24.8,81071,,,,,,left_only
42005,Pennsylvania,Armstrong,65069,11.3,18.9,64295,,,,,,left_only
42007,Pennsylvania,Beaver,166993,10.1,28.3,70156,,,,,,left_only
42009,Pennsylvania,Bedford,47503,11.0,16.3,60302,,,,,,left_only
42011,Pennsylvania,Berks,429989,11.7,27.2,77684,,,,,,left_only
42013,Pennsylvania,Blair,121854,13.0,24.1,60594,,,,,,left_only
42017,Pennsylvania,Bucks,645993,6.1,43.9,111951,,,,,,left_only
42019,Pennsylvania,Butler,195870,8.0,38.6,86775,,,,,,left_only
42021,Pennsylvania,Cambria,132355,14.2,23.0,56292,,,,,,left_only
42023,Pennsylvania,Cameron,4475,16.0,11.3,47681,,,,,,left_only
42025,Pennsylvania,Carbon,65191,12.0,18.3,67877,,,,,,left_only
42027,Pennsylvania,Centre,158041,16.9,46.5,72748,,,,,,left_only
42029,Pennsylvania,Chester,540896,5.9,56.6,123041,,,,,,left_only
42031,Pennsylvania,Clarion,37297,13.9,23.3,60668,,,,,,left_only
42033,Pennsylvania,Clearfield,78902,13.8,20.1,60181,,,,,,left_only
42035,Pennsylvania,Clinton,37707,14.2,21.3,58842,,,,,,left_only
42037,Pennsylvania,Columbia,65055,15.7,24.9,61992,,,,,,left_only
42039,Pennsylvania,Crawford,83189,12.8,21.2,60254,,,,,,left_only
42041,Pennsylvania,Cumberland,264422,7.8,39.6,85634,,,,,,left_only
42043,Pennsylvania,Dauphin,287484,12.3,34.3,74159,,,,,,left_only
42045,Pennsylvania,Delaware,576195,10.2,41.6,88576,,,,,,left_only
42047,Pennsylvania,Elk,30703,9.1,19.9,64103,,,,,,left_only
42049,Pennsylvania,Erie,269544,15.4,29.6,61476,,,,,,left_only
42051,Pennsylvania,Fayette,126967,17.4,18.9,56093,,,,,,left_only
42053,Pennsylvania,Forest,6785,14.7,12.1,50061,,,,,,left_only
42057,Pennsylvania,Fulton,14545,11.7,17.1,64798,,,,,,left_only
42061,Pennsylvania,Huntingdon,43844,11.0,18.2,65429,,,,,,left_only
42063,Pennsylvania,Indiana,83213,12.8,26.9,58739,,,,,,left_only
42065,Pennsylvania,Jefferson,44099,15.3,17.5,56898,,,,,,left_only
42067,Pennsylvania,Juniata,23419,10.0,15.0,63923,,,,,,left_only
42069,Pennsylvania,Lackawanna,215834,14.0,30.1,64691,,,,,,left_only
42071,Pennsylvania,Lancaster,555151,8.7,31.0,83703,,,,,,left_only
42073,Pennsylvania,Lawrence,85423,11.6,22.8,60779,,,,,,left_only
42075,Pennsylvania,Lebanon,143592,10.6,24.0,76350,,,,,,left_only
42079,Pennsylvania,Luzerne,325978,15.4,25.0,62321,,,,,,left_only
42083,Pennsylvania,McKean,40149,13.7,20.3,61705,,,,,,left_only
42087,Pennsylvania,Mifflin,46074,16.0,13.2,61415,,,,,,left_only
42089,Pennsylvania,Monroe,167784,11.3,27.9,82374,,,,,,left_only
42093,Pennsylvania,Montour,18079,8.8,36.6,72926,,,,,,left_only
42099,Pennsylvania,Perry,45988,8.0,18.6,78824,,,,,,left_only
42101,Pennsylvania,Philadelphia,1582432,22.0,34.6,60698,,,,,,left_only
42105,Pennsylvania,Potter,16276,11.7,17.1,59840,,,,,,left_only
42111,Pennsylvania,Somerset,73255,11.2,17.3,59378,,,,,,left_only
42113,Pennsylvania,Sullivan,5849,11.0,19.7,64758,,,,,,left_only
42115,Pennsylvania,Susquehanna,38349,10.9,19.8,66930,,,,,,left_only
42121,Pennsylvania,Venango,50096,12.8,19.7,61626,,,,,,left_only
44001,Rhode Island,Bristol,50568,6.8,51.8,110926,,,,,,left_only
44003,Rhode Island,Kent,170658,7.4,34.3,91278,,,,,,left_only
44005,Rhode Island,Newport,85095,8.6,53.0,100859,,,,,,left_only
44007,Rhode Island,Providence,658977,13.0,32.2,78204,,,,,,left_only
44009,Rhode Island,Washington,130073,8.0,50.5,102478,,,,,,left_only
45017,South Carolina,Calhoun,14150,16.3,21.8,56690,,,,,,left_only
45043,South Carolina,Georgetown,64200,14.4,32.5,66734,,,,,,left_only
45055,South Carolina,Kershaw,66924,14.1,22.8,64343,,,,,,left_only
45087,South Carolina,Union,26990,22.7,13.5,41200,,,,,,left_only
46003,South Dakota,Aurora,2573,8.4,18.7,74130,,,,,,left_only
46005,South Dakota,Beadle,19279,13.8,26.4,63082,,,,,,left_only
46007,South Dakota,Bennett,3354,31.9,20.3,44569,,,,,,left_only
46013,South Dakota,Brown,38079,10.6,33.2,70239,,,,,,left_only
46015,South Dakota,Brule,5261,10.5,30.2,74043,,,,,,left_only
46017,South Dakota,Buffalo,1757,32.5,7.0,47000,,,,,,left_only
46019,South Dakota,Butte,10538,7.2,19.4,67692,,,,,,left_only
46021,South Dakota,Campbell,1481,8.5,29.5,65000,,,,,,left_only
46023,South Dakota,Charles Mix,9281,22.8,25.1,64850,,,,,,left_only
46025,South Dakota,Clark,3876,11.1,16.2,62885,,,,,,left_only
46041,South Dakota,Dewey,5230,32.3,17.3,57928,,,,,,left_only
46043,South Dakota,Douglas,2823,13.7,22.9,78125,,,,,,left_only
46045,South Dakota,Edmunds,4033,8.5,29.5,77266,,,,,,left_only
46049,South Dakota,Faulk,2137,25.6,18.3,58000,,,,,,left_only
46051,South Dakota,Grant,7544,11.2,25.5,73818,,,,,,left_only
46053,South Dakota,Gregory,3993,11.0,20.9,52432,,,,,,left_only
46055,South Dakota,Haakon,1708,8.2,19.5,59231,,,,,,left_only
46059,South Dakota,Hand,3045,6.6,26.2,72054,,,,,,left_only
46061,South Dakota,Hanson,3473,6.2,21.5,86375,,,,,,left_only
46063,South Dakota,Harding,1092,5.6,30.4,74766,,,,,,left_only
46067,South Dakota,Hutchinson,7393,10.0,25.7,74459,,,,,,left_only
46069,South Dakota,Hyde,1305,8.2,21.1,74279,,,,,,left_only
46071,South Dakota,Jackson,2826,37.5,11.4,26686,,,,,,left_only
46073,South Dakota,Jerauld,1845,10.4,21.1,75417,,,,,,left_only
46075,South Dakota,Jones,1030,15.8,25.3,64688,,,,,,left_only
46085,South Dakota,Lyman,3717,24.6,25.3,61169,,,,,,left_only
46095,South Dakota,Mellette,2043,46.2,16.3,51364,,,,,,left_only
46102,South Dakota,Oglala Lakota,13587,52.8,9.8,34769,,,,,,left_only
46107,South Dakota,Potter,2430,7.7,26.6,71726,,,,,,left_only
46111,South Dakota,Sanborn,2370,11.4,19.2,69870,,,,,,left_only
46117,South Dakota,Stanley,3012,2.1,25.4,77000,,,,,,left_only
46119,South Dakota,Sully,1481,7.9,20.9,70250,,,,,,left_only
46121,South Dakota,Todd,9293,49.0,16.6,39148,,,,,,left_only
46123,South Dakota,Tripp,5607,18.9,19.9,58854,,,,,,left_only
46125,South Dakota,Turner,8772,8.5,26.2,75283,,,,,,left_only
46129,South Dakota,Walworth,5298,15.3,31.1,62722,,,,,,left_only
46137,South Dakota,Ziebach,2410,38.2,14.1,47333,,,,,,left_only
47025,Tennessee,Claiborne,32221,18.2,17.3,46587,,,,,,left_only
47037,Tennessee,Davidson,709846,13.9,47.3,75664,,,,,,left_only
47137,Tennessee,Pickett,5062,25.8,17.2,44591,,,,,,left_only
47169,Tennessee,Trousdale,11805,10.3,10.1,63190,,,,,,left_only
48001,Texas,Anderson,57825,17.1,14.5,58846,,,,,,left_only
48009,Texas,Archer,8734,11.7,25.2,71958,,,,,,left_only
48035,Texas,Bosque,18546,9.1,20.7,69339,,,,,,left_only
48067,Texas,Cass,28582,17.3,17.6,54328,,,,,,left_only
48081,Texas,Coke,3315,14.1,21.1,46431,,,,,,left_only
48083,Texas,Coleman,7765,15.0,17.9,52364,,,,,,left_only
48101,Texas,Cottle,1302,22.8,21.8,58819,,,,,,left_only
48109,Texas,Culberson,2181,17.7,16.3,42672,,,,,,left_only
48125,Texas,Dickens,1641,14.5,19.1,50417,,,,,,left_only
48131,Texas,Duval,9824,29.0,7.0,50081,,,,,,left_only
48145,Texas,Falls,17063,14.6,15.0,55372,,,,,,left_only
48187,Texas,Guadalupe,178368,8.8,30.9,93776,,,,,,left_only
48189,Texas,Hale,32247,19.0,15.6,52788,,,,,,left_only
48243,Texas,Jeff Davis,1740,31.2,30.4,32625,,,,,,left_only
48263,Texas,Kent,727,8.4,26.9,71420,,,,,,left_only
48275,Texas,Knox,3322,11.4,15.6,56304,,,,,,left_only
48283,Texas,La Salle,6946,22.0,8.1,55469,,,,,,left_only
48311,Texas,McMullen,623,9.1,15.0,45833,,,,,,left_only
48315,Texas,Marion,9631,18.4,16.0,47447,,,,,,left_only
48319,Texas,Mason,3951,6.4,40.1,68750,,,,,,left_only
48327,Texas,Menard,1964,21.1,22.9,48191,,,,,,left_only
48335,Texas,Mitchell,8989,13.2,13.9,56033,,,,,,left_only
48409,Texas,San Patricio,69519,15.1,17.2,67512,,,,,,left_only
48411,Texas,San Saba,5802,14.5,21.7,54855,,,,,,left_only
48421,Texas,Sherman,2434,6.3,25.6,74167,,,,,,left_only
48433,Texas,Stonewall,1244,8.7,14.1,61250,,,,,,left_only
48447,Texas,Throckmorton,1589,14.0,25.0,58864,,,,,,left_only
48459,Texas,Upshur,41864,13.3,17.5,62794,,,,,,left_only
48461,Texas,Upton,3227,17.1,8.8,52321,,,,,,left_only
49009,Utah,Daggett,747,10.1,11.6,58750,,,,,,left_only
49023,Utah,Juab,12273,9.0,20.2,89803,,,,,,left_only
49029,Utah,Morgan,12585,1.7,38.8,126092,,,,,,left_only
49031,Utah,Piute,1705,11.1,19.0,44650,,,,,,left_only
49033,Utah,Rich,2588,9.5,24.5,76875,,,,,,left_only
49035,Utah,Salt Lake,1184689,8.4,38.6,94658,,,,,,left_only
49037,Utah,San Juan,14466,18.4,20.2,54890,,,,,,left_only
49055,Utah,Wayne,2557,9.1,25.2,70074,,,,,,left_only
51003,Virginia,Albemarle,113683,6.8,60.6,102617,,,,,,left_only
51013,Virginia,Arlington,235463,7.1,77.1,140160,,,,,,left_only
51017,Virginia,Bath,4123,21.1,15.6,61709,,,,,,left_only
51021,Virginia,Bland,6211,12.7,15.4,61375,,,,,,left_only
51036,Virginia,Charles,6686,11.4,16.0,70339,,,,,,left_only
51041,Virginia,Chesterfield,371610,6.8,42.7,98910,,,,,,left_only
51059,Virginia,Fairfax,1144474,5.9,64.3,150113,,,,,,left_only
51087,Virginia,Henrico,334434,8.4,45.7,86397,,,,,,left_only
51095,Virginia,James,80046,6.5,50.2,107046,,,,,,left_only
51149,Virginia,Prince George,42873,8.0,24.0,88225,,,,,,left_only
51153,Virginia,Prince William,484625,6.1,44.5,128873,,,,,,left_only
51161,Virginia,Roanoke,96793,7.3,37.4,82931,,,,,,left_only
51197,Virginia,Wythe,28219,15.6,19.7,55359,,,,,,left_only
51510,Virginia,Alexandria,156788,8.4,65.8,113638,,,,,,left_only
51520,Virginia,Bristol,17024,18.3,23.9,44706,,,,,,left_only
51530,Virginia,Buena Vista,6612,22.0,24.7,54458,,,,,,left_only
51540,Virginia,Charlottesville,45863,22.6,60.6,69829,,,,,,left_only
51550,Virginia,Chesapeake,251153,8.7,36.4,94189,,,,,,left_only
51570,Virginia,Colonial Heights,18210,9.6,29.5,76250,,,,,,left_only
51580,Virginia,Covington,5671,23.6,9.6,42724,,,,,,left_only
51590,Virginia,Danville,42239,25.0,18.3,42778,,,,,,left_only
51595,Virginia,Emporia,5633,13.5,15.2,49375,,,,,,left_only
51600,Virginia,Fairfax,24478,9.9,62.3,132774,,,,,,left_only
51610,Virginia,Falls Church,14593,3.6,79.7,154734,,,,,,left_only
51630,Virginia,Fredericksburg,28383,16.4,46.8,85368,,,,,,left_only
51640,Virginia,Galax,6698,23.4,18.3,41438,,,,,,left_only
51650,Virginia,Hampton,137334,13.0,27.5,67758,,,,,,left_only
51660,Virginia,Harrisonburg,51492,25.6,36.7,59752,,,,,,left_only
51670,Virginia,Hopewell,22944,23.8,12.5,48681,,,,,,left_only
51678,Virginia,Lexington,7420,15.9,57.3,89598,,,,,,left_only
51680,Virginia,Lynchburg,79255,17.4,38.5,59808,,,,,,left_only
51683,Virginia,Manassas,42674,6.7,33.2,117919,,,,,,left_only
51685,Virginia,Manassas Park,16923,5.8,25.5,100668,,,,,,left_only
51690,Virginia,Martinsville,13584,21.8,21.2,42434,,,,,,left_only
51700,Virginia,Newport News,184774,15.1,29.1,66718,,,,,,left_only
51710,Virginia,Norfolk,235037,17.3,32.7,64017,,,,,,left_only
51720,Virginia,Norton,3620,25.7,16.6,38497,,,,,,left_only
51730,Virginia,Petersburg,33365,21.1,25.0,50741,,,,,,left_only
51735,Virginia,Poquoson,12556,5.8,40.1,120919,,,,,,left_only
51740,Virginia,Portsmouth,97299,17.6,23.2,58972,,,,,,left_only
51750,Virginia,Radford,16505,33.7,39.8,52791,,,,,,left_only
51770,Virginia,Roanoke,98677,19.7,28.9,52671,,,,,,left_only
51775,Virginia,Salem,25477,10.9,31.1,66716,,,,,,left_only
51790,Virginia,Staunton,25765,12.6,35.1,62586,,,,,,left_only
51800,Virginia,Suffolk,96638,9.9,32.4,90089,,,,,,left_only
51810,Virginia,Virginia Beach,457066,8.4,40.4,90685,,,,,,left_only
51820,Virginia,Waynesboro,22574,11.7,26.3,56364,,,,,,left_only
51830,Virginia,Williamsburg,15564,14.1,48.5,70206,,,,,,left_only
51840,Virginia,Winchester,27981,19.3,31.6,64648,,,,,,left_only
53001,Washington,Adams,20690,20.5,15.4,65042,,,,,,left_only
53019,Washington,Ferry,7326,15.6,18.3,54650,,,,,,left_only
53039,Washington,Klickitat,23082,13.7,31.2,70400,,,,,,left_only
53047,Washington,Okanogan,42811,18.5,24.0,60293,,,,,,left_only
53049,Washington,Pacific,23750,11.6,23.4,62350,,,,,,left_only
53069,Washington,Wahkiakum,4573,15.7,22.3,57091,,,,,,left_only
54001,West Virginia,Barbour,15454,20.8,12.2,48347,,,,,,left_only
54005,West Virginia,Boone,21312,17.3,11.9,56152,,,,,,left_only
54007,West Virginia,Braxton,12345,18.8,11.9,44449,,,,,,left_only
54009,West Virginia,Brooke,22053,12.1,21.9,52116,,,,,,left_only
54013,West Virginia,Calhoun,6158,33.4,10.1,41421,,,,,,left_only
54015,West Virginia,Clay,7946,24.9,11.8,42790,,,,,,left_only
54021,West Virginia,Gilmer,7376,12.9,19.9,50991,,,,,,left_only
54023,West Virginia,Grant,10972,13.4,17.9,61530,,,,,,left_only
54025,West Virginia,Greenbrier,32688,20.7,22.1,48662,,,,,,left_only
54027,West Virginia,Hampshire,23340,14.2,16.3,60299,,,,,,left_only
54029,West Virginia,Hancock,28658,15.0,20.2,61017,,,,,,left_only
54033,West Virginia,Harrison,65407,13.6,25.9,58326,,,,,,left_only
54041,West Virginia,Lewis,16808,19.4,17.5,52279,,,,,,left_only
54043,West Virginia,Lincoln,20170,20.6,8.4,48593,,,,,,left_only
54047,West Virginia,McDowell,18413,30.9,5.7,29980,,,,,,left_only
54049,West Virginia,Marion,56042,13.6,25.8,67537,,,,,,left_only
54055,West Virginia,Mercer,59062,18.0,20.7,47799,,,,,,left_only
54057,West Virginia,Mineral,26922,14.3,22.8,68049,,,,,,left_only
54059,West Virginia,Mingo,22979,29.9,8.3,39527,,,,,,left_only
54063,West Virginia,Monroe,12401,15.7,15.4,54508,,,,,,left_only
54069,West Virginia,Ohio,41904,15.7,32.5,57867,,,,,,left_only
54071,West Virginia,Pendleton,6111,16.3,20.5,61738,,,,,,left_only
54073,West Virginia,Pleasants,7572,8.0,14.6,61038,,,,,,left_only
54075,West Virginia,Pocahontas,7855,20.8,15.8,41200,,,,,,left_only
54077,West Virginia,Preston,34204,14.1,17.9,61373,,,,,,left_only
54091,West Virginia,Taylor,16543,14.7,17.4,56807,,,,,,left_only
54093,West Virginia,Tucker,6698,13.2,24.2,53475,,,,,,left_only
54095,West Virginia,Tyler,8181,17.7,15.7,58293,,,,,,left_only
54099,West Virginia,Wayne,38498,15.7,17.7,55539,,,,,,left_only
54101,West Virginia,Webster,8253,22.1,12.6,42061,,,,,,left_only
54105,West Virginia,Wirt,5131,18.3,16.2,54688,,,,,,left_only
54107,West Virginia,Wood,83829,14.8,22.9,56193,,,,,,left_only
55003,Wisconsin,Ashland,16050,16.4,22.1,57645,,,,,,left_only
55007,Wisconsin,Bayfield,16410,8.9,35.0,69609,,,,,,left_only
55033,Wisconsin,Dunn,45349,10.7,29.2,71785,,,,,,left_only
55037,Wisconsin,Florence,4617,8.5,23.1,62786,,,,,,left_only
55041,Wisconsin,Forest,9261,15.0,15.5,59727,,,,,,left_only
55049,Wisconsin,Iowa,23832,7.7,28.5,83372,,,,,,left_only
55051,Wisconsin,Iron,6164,11.6,23.4,59058,,,,,,left_only
55067,Wisconsin,Langlade,19473,12.1,16.2,57258,,,,,,left_only
55081,Wisconsin,Monroe,46169,11.8,20.0,68213,,,,,,left_only
55091,Wisconsin,Pepin,7372,7.9,23.6,74536,,,,,,left_only
55109,Wisconsin,St. Croix,94819,6.6,39.4,102482,,,,,,left_only
56003,Wyoming,Big Horn,11737,12.0,20.9,60547,,,,,,left_only
56007,Wyoming,Carbon,14549,12.6,22.8,66721,,,,,,left_only
56013,Wyoming,Fremont,39472,12.4,25.3,64646,,,,,,left_only
56031,Wyoming,Platte,8606,10.2,19.5,66299,,,,,,left_only
72001,Puerto Rico,Adjuntas,17975,61.9,17.0,18605,,,,,,left_only
72003,Puerto Rico,Aguada,37904,46.5,23.6,21694,,,,,,left_only
72005,Puerto Rico,Aguadilla,54486,47.9,25.5,19826,,,,,,left_only
72007,Puerto Rico,Aguas Buenas,23888,43.6,20.4,22361,,,,,,left_only
72009,Puerto Rico,Aibonito,24610,44.6,23.4,21714,,,,,,left_only
72011,Puerto Rico,Añasco,25316,44.9,23.2,23591,,,,,,left_only
72013,Puerto Rico,Arecibo,86875,42.9,27.5,23175,,,,,,left_only
72015,Puerto Rico,Arroyo,15573,54.4,26.6,18931,,,,,,left_only
72017,Puerto Rico,Barceloneta,22565,45.4,24.1,21750,,,,,,left_only
72019,Puerto Rico,Barranquitas,28984,49.6,22.3,22167,,,,,,left_only
72021,Puerto Rico,Bayamón,183456,34.4,32.1,30729,,,,,,left_only
72023,Puerto Rico,Cabo Rojo,46955,38.5,28.6,25720,,,,,,left_only
72025,Puerto Rico,Caguas,126239,36.6,34.8,30113,,,,,,left_only
72027,Puerto Rico,Camuy,32753,39.0,21.2,26094,,,,,,left_only
72029,Puerto Rico,Canóvanas,42037,33.9,27.5,27278,,,,,,left_only
72031,Puerto Rico,Carolina,153226,29.3,34.8,35126,,,,,,left_only
72033,Puerto Rico,Cataño,22768,44.2,22.8,24307,,,,,,left_only
72035,Puerto Rico,Cayey,41231,37.9,29.0,28461,,,,,,left_only
72037,Puerto Rico,Ceiba,11128,41.6,21.5,23204,,,,,,left_only
72039,Puerto Rico,Ciales,16874,58.2,17.0,20614,,,,,,left_only
72041,Puerto Rico,Cidra,39765,36.2,26.2,27149,,,,,,left_only
72043,Puerto Rico,Coamo,34294,52.0,22.7,20797,,,,,,left_only
72045,Puerto Rico,Comerío,18775,53.0,18.0,17254,,,,,,left_only
72047,Puerto Rico,Corozal,34474,44.2,21.9,23933,,,,,,left_only
72049,Puerto Rico,Culebra,1281,20.8,16.2,27614,,,,,,left_only
72051,Puerto Rico,Dorado,35816,29.2,36.3,33388,,,,,,left_only
72053,Puerto Rico,Fajardo,31756,41.5,29.9,25170,,,,,,left_only
72054,Puerto Rico,Florida,11624,50.6,19.0,21213,,,,,,left_only
72055,Puerto Rico,Guánica,13266,64.7,15.5,16210,,,,,,left_only
72057,Puerto Rico,Guayama,35845,48.6,22.5,20273,,,,,,left_only
72059,Puerto Rico,Guayanilla,17418,50.2,25.0,21400,,,,,,left_only
72061,Puerto Rico,Guaynabo,89503,24.3,49.1,46048,,,,,,left_only
72063,Puerto Rico,Gurabo,40383,32.0,33.8,39532,,,,,,left_only
72065,Puerto Rico,Hatillo,38266,36.4,31.4,28001,,,,,,left_only
72067,Puerto Rico,Hormigueros,15520,40.1,30.3,24862,,,,,,left_only
72069,Puerto Rico,Humacao,50441,38.5,26.8,26083,,,,,,left_only
72071,Puerto Rico,Isabela,42878,46.7,25.4,20484,,,,,,left_only
72073,Puerto Rico,Jayuya,14653,54.9,20.3,18413,,,,,,left_only
72075,Puerto Rico,Juana Díaz,46276,42.9,27.9,23823,,,,,,left_only
72077,Puerto Rico,Juncos,36895,34.0,22.7,28196,,,,,,left_only
72079,Puerto Rico,Lajas,23133,53.0,21.0,18920,,,,,,left_only
72081,Puerto Rico,Lares,27944,54.9,21.3,19323,,,,,,left_only
72083,Puerto Rico,Las Marías,8790,54.0,16.6,16170,,,,,,left_only
72085,Puerto Rico,Las Piedras,35034,37.5,28.9,25697,,,,,,left_only
72087,Puerto Rico,Loíza,23176,44.8,18.5,22500,,,,,,left_only
72089,Puerto Rico,Luquillo,17631,43.8,23.5,23769,,,,,,left_only
72091,Puerto Rico,Manatí,39152,45.9,23.8,20352,,,,,,left_only
72093,Puerto Rico,Maricao,5176,52.6,11.5,20541,,,,,,left_only
72095,Puerto Rico,Maunabo,10482,52.8,12.7,19363,,,,,,left_only
72097,Puerto Rico,Mayagüez,71824,53.0,27.5,17963,,,,,,left_only
72099,Puerto Rico,Moca,37402,46.0,24.8,21415,,,,,,left_only
72101,Puerto Rico,Morovis,28534,48.7,20.7,23010,,,,,,left_only
72103,Puerto Rico,Naguabo,23205,48.0,23.7,21416,,,,,,left_only
72105,Puerto Rico,Naranjito,29246,50.5,19.8,21399,,,,,,left_only
72107,Puerto Rico,Orocovis,21351,52.5,18.5,19062,,,,,,left_only
72109,Puerto Rico,Patillas,15753,47.8,22.1,23422,,,,,,left_only
72111,Puerto Rico,Peñuelas,20082,51.0,25.7,20959,,,,,,left_only
72113,Puerto Rico,Ponce,134676,50.9,30.5,18827,,,,,,left_only
72115,Puerto Rico,Quebradillas,23486,45.1,21.2,23624,,,,,,left_only
72117,Puerto Rico,Rincón,15276,44.6,24.5,25223,,,,,,left_only
72119,Puerto Rico,Río Grande,46478,37.0,26.2,26745,,,,,,left_only
72121,Puerto Rico,Sabana Grande,22541,44.5,29.1,20564,,,,,,left_only
72123,Puerto Rico,Salinas,25397,48.0,19.3,21611,,,,,,left_only
72125,Puerto Rico,San Germán,31514,51.9,24.3,17921,,,,,,left_only
72127,Puerto Rico,San Juan,338661,39.5,42.2,26981,,,,,,left_only
72129,Puerto Rico,San Lorenzo,37515,44.6,19.9,21320,,,,,,left_only
72131,Puerto Rico,San Sebastián,39168,52.4,22.8,17834,,,,,,left_only
72133,Puerto Rico,Santa Isabel,20064,45.7,28.8,23197,,,,,,left_only
72135,Puerto Rico,Toa Alta,66536,33.8,28.4,33349,,,,,,left_only
72137,Puerto Rico,Toa Baja,73987,33.8,27.7,29648,,,,,,left_only
72139,Puerto Rico,Trujillo Alto,67329,28.2,39.9,38773,,,,,,left_only
72141,Puerto Rico,Utuado,27896,53.5,22.7,17624,,,,,,left_only
72143,Puerto Rico,Vega Alta,35114,41.3,24.7,25235,,,,,,left_only
72145,Puerto Rico,Vega Baja,54058,42.3,24.9,23877,,,,,,left_only
72147,Puerto Rico,Vieques,8147,59.5,12.4,17531,,,,,,left_only
72149,Puerto Rico,Villalba,21778,41.8,22.5,24882,,,,,,left_only
72151,Puerto Rico,Yabucoa,29868,49.7,18.4,21279,,,,,,left_only
72153,Puerto Rico,Yauco,33509,44.6,27.1,21918,,,,,,left_only
