fips_code,state,county,population,metro_status,poverty_pct,bachelors_pct,median_income,2023_violent_crime,2024_violent_crime,2023_property_crime,2024_property_crime,2023_unemployment_rate,2024_unemployment_rate,_merge
01013,,,,,,,,,,,,3.0,3.7,right_only
01037,,,,,,,,,,,,2.4,3.2,right_only
01053,,,,,,,,,,,,3.4,4.0,right_only
01061,,,,,,,,,,,,2.3,2.8,right_only
01065,,,,,,,,,,,,3.5,4.3,right_only
01071,,,,,,,,,,,,2.8,3.4,right_only
01083,,,,,,,,,,,,2.0,2.4,right_only
01085,,,,,,,,,,,,4.1,4.6,right_only
01091,,,,,,,,,,,,3.3,3.8,right_only
01103,,,,,,,,,,,,2.1,2.5,right_only
01105,,,,,,,,,,,,5.6,6.5,right_only
01113,,,,,,,,,,,,2.7,3.5,right_only
01117,,,,,,,,,,,,1.8,2.3,right_only
01119,,,,,,,,,,,,3.6,4.6,right_only
01131,,,,,,,,,,,,5.7,6.1,right_only
02013,,,,,,,,,,,,2.3,3.6,right_only
02016,,,,,,,,,,,,3.0,3.4,right_only
02020,,,,,,,,,,,,3.5,3.8,right_only
02050,,,,,,,,,,,,9.8,10.6,right_only
02060,,,,,,,,,,,,3.4,3.9,right_only
02063,,,,,,,,,,,,4.4,5.2,right_only
02066,,,,,,,,,,,,7.2,7.3,right_only
02068,,,,,,,,,,,,4.7,4.6,right_only
02070,,,,,,,,,,,,6.3,7.6,right_only
02090,,,,,,,,,,,,3.8,4.0,right_only
02100,,,,,,,,,,,,7.8,8.0,right_only
02105,,,,,,,,,,,,5.5,5.5,right_only
02110,,,,,,,,,,,,3.1,3.3,right_only
02122,,,,,,,,,,,,5.0,5.2,right_only
02130,,,,,,,,,,,,3.5,3.8,right_only
02150,,,,,,,,,,,,4.3,4.7,right_only
02158,,,,,,,,,,,,14.8,15.8,right_only
02164,,,,,,,,,,,,5.1,5.8,right_only
02170,,,,,,,,,,,,4.8,4.9,right_only
02180,,,,,,,,,,,,7.7,8.5,right_only
02185,,,,,,,,,,,,3.2,3.3,right_only
02188,,,,,,,,,,,,9.1,9.2,right_only
02195,,,,,,,,,,,,4.8,5.3,right_only
02198,,,,,,,,,,,,7.4,7.9,right_only
02220,,,,,,,,,,,,3.0,3.1,right_only
02230,,,,,,,,,,,,5.3,5.7,right_only
02240,,,,,,,,,,,,5.6,5.9,right_only
02275,,,,,,,,,,,,5.0,5.3,right_only
02282,,,,,,,,,,,,5.3,5.8,right_only
02290,,,,,,,,,,,,8.5,8.6,right_only
04003,,,,,,,,,,,,4.5,4.4,right_only
04005,,,,,,,,,,,,4.1,3.9,right_only
04011,,,,,,,,,,,,2.5,2.5,right_only
04012,,,,,,,,,,,,6.2,5.9,right_only
04013,,,,,,,,,,,,3.2,3.2,right_only
04023,,,,,,,,,,,,6.7,6.3,right_only
05011,,,,,,,,,,,,4.7,4.8,right_only
05037,,,,,,,,,,,,3.1,3.7,right_only
05039,,,,,,,,,,,,3.6,3.8,right_only
05045,,,,,,,,,,,,2.8,3.0,right_only
05059,,,,,,,,,,,,3.5,3.9,right_only
05077,,,,,,,,,,,,5.2,5.3,right_only
05095,,,,,,,,,,,,3.4,4.3,right_only
05099,,,,,,,,,,,,4.6,5.2,right_only
05103,,,,,,,,,,,,3.8,4.3,right_only
05107,,,,,,,,,,,,6.4,5.9,right_only
05123,,,,,,,,,,,,4.5,5.3,right_only
05135,,,,,,,,,,,,3.6,3.9,right_only
06045,,,,,,,,,,,,4.9,5.6,right_only
06063,,,,,,,,,,,,7.0,7.1,right_only
06071,,,,,,,,,,,,4.6,5.1,right_only
06075,,,,,,,,,,,,3.4,3.9,right_only
06089,,,,,,,,,,,,4.8,5.3,right_only
06095,,,,,,,,,,,,4.4,4.9,right_only
08009,,,,,,,,,,,,2.5,3.3,right_only
08014,,,,,,,,,,,,3.1,3.9,right_only
08017,,,,,,,,,,,,2.3,2.7,right_only
08019,,,,,,,,,,,,3.1,3.9,right_only
08021,,,,,,,,,,,,3.7,4.3,right_only
08023,,,,,,,,,,,,6.0,7.0,right_only
08027,,,,,,,,,,,,3.5,4.1,right_only
08031,,,,,,,,,,,,3.4,4.3,right_only
08039,,,,,,,,,,,,2.8,3.6,right_only
08043,,,,,,,,,,,,4.8,5.7,right_only
08049,,,,,,,,,,,,2.9,3.4,right_only
08051,,,,,,,,,,,,2.9,3.3,right_only
08053,,,,,,,,,,,,3.2,3.5,right_only
08055,,,,,,,,,,,,6.2,7.0,right_only
08057,,,,,,,,,,,,2.8,3.6,right_only
08065,,,,,,,,,,,,2.8,3.4,right_only
08073,,,,,,,,,,,,3.8,4.5,right_only
08079,,,,,,,,,,,,3.2,4.4,right_only
08081,,,,,,,,,,,,3.7,4.2,right_only
08093,,,,,,,,,,,,3.5,4.1,right_only
08101,,,,,,,,,,,,4.7,5.7,right_only
08111,,,,,,,,,,,,3.6,3.7,right_only
08115,,,,,,,,,,,,3.4,4.0,right_only
08119,,,,,,,,,,,,3.3,4.1,right_only
08123,,,,,,,,,,,,3.4,4.4,right_only
09110,,,,,,,,,,,,3.2,3.4,right_only
09120,,,,,,,,,,,,3.6,3.8,right_only
09130,,,,,,,,,,,,2.8,2.9,right_only
09140,,,,,,,,,,,,3.7,3.8,right_only
09150,,,,,,,,,,,,3.3,3.2,right_only
09160,,,,,,,,,,,,3.0,2.9,right_only
09170,,,,,,,,,,,,3.2,3.3,right_only
09180,,,,,,,,,,,,3.2,3.2,right_only
09190,,,,,,,,,,,,2.8,2.9,right_only
10001,,,,,,,,,,,,4.2,4.3,right_only
10003,,,,,,,,,,,,3.8,3.9,right_only
10005,,,,,,,,,,,,3.9,3.8,right_only
11001,,,,,,,,,,,,4.9,5.3,right_only
12007,,,,,,,,,,,,3.3,3.8,right_only
12009,,,,,,,,,,,,3.0,3.5,right_only
12011,,,,,,,,,,,,2.8,3.2,right_only
12013,,,,,,,,,,,,3.3,3.7,right_only
12017,,,,,,,,,,,,4.3,4.9,right_only
12027,,,,,,,,,,,,3.5,4.0,right_only
12029,,,,,,,,,,,,3.7,4.2,right_only
12031,,,,,,,,,,,,3.2,3.5,right_only
12033,,,,,,,,,,,,3.1,3.6,right_only
12037,,,,,,,,,,,,3.2,3.8,right_only
12039,,,,,,,,,,,,4.0,4.2,right_only
12041,,,,,,,,,,,,2.9,3.4,right_only
12043,,,,,,,,,,,,3.9,4.4,right_only
12045,,,,,,,,,,,,2.9,3.3,right_only
12047,,,,,,,,,,,,4.6,4.8,right_only
12055,,,,,,,,,,,,4.3,4.8,right_only
12057,,,,,,,,,,,,3.0,3.4,right_only
12059,,,,,,,,,,,,2.9,3.5,right_only
12061,,,,,,,,,,,,3.6,4.0,right_only
12063,,,,,,,,,,,,3.4,3.9,right_only
12067,,,,,,,,,,,,3.8,4.4,right_only
12069,,,,,,,,,,,,3.1,3.5,right_only
12075,,,,,,,,,,,,3.4,4.0,right_only
12077,,,,,,,,,,,,3.2,3.9,right_only
12081,,,,,,,,,,,,3.1,3.5,right_only
12091,,,,,,,,,,,,2.7,3.1,right_only
12095,,,,,,,,,,,,2.9,3.3,right_only
12097,,,,,,,,,,,,3.1,3.5,right_only
12101,,,,,,,,,,,,3.2,3.7,right_only
12109,,,,,,,,,,,,2.8,3.2,right_only
12111,,,,,,,,,,,,3.5,3.9,right_only
12119,,,,,,,,,,,,5.1,5.8,right_only
12121,,,,,,,,,,,,3.4,3.9,right_only
12125,,,,,,,,,,,,3.7,4.4,right_only
12127,,,,,,,,,,,,3.4,3.8,right_only
12133,,,,,,,,,,,,3.5,4.0,right_only
13001,,,,,,,,,,,,3.9,3.9,right_only
13005,,,,,,,,,,,,3.1,3.6,right_only
13007,,,,,,,,,,,,4.4,4.5,right_only
13011,,,,,,,,,,,,2.6,2.9,right_only
13021,,,,,,,,,,,,4.1,4.4,right_only
13025,,,,,,,,,,,,3.1,3.1,right_only
13037,,,,,,,,,,,,3.2,3.1,right_only
13039,,,,,,,,,,,,3.0,3.2,right_only
13049,,,,,,,,,,,,3.4,3.4,right_only
13051,,,,,,,,,,,,2.9,3.0,right_only
13053,,,,,,,,,,,,7.0,7.2,right_only
13063,,,,,,,,,,,,4.1,4.3,right_only
13067,,,,,,,,,,,,3.0,3.2,right_only
13071,,,,,,,,,,,,3.0,3.1,right_only
13083,,,,,,,,,,,,2.9,3.2,right_only
13091,,,,,,,,,,,,3.4,3.5,right_only
13093,,,,,,,,,,,,3.5,4.0,right_only
13101,,,,,,,,,,,,2.7,3.2,right_only
13105,,,,,,,,,,,,3.4,3.8,right_only
13107,,,,,,,,,,,,3.8,4.3,right_only
13109,,,,,,,,,,,,3.0,3.0,right_only
13119,,,,,,,,,,,,3.3,3.7,right_only
13127,,,,,,,,,,,,2.8,2.9,right_only
13131,,,,,,,,,,,,3.0,3.2,right_only
13141,,,,,,,,,,,,5.4,5.7,right_only
13153,,,,,,,,,,,,2.9,2.9,right_only
13157,,,,,,,,,,,,2.5,2.9,right_only
13159,,,,,,,,,,,,3.1,3.3,right_only
13161,,,,,,,,,,,,4.5,4.7,right_only
13163,,,,,,,,,,,,4.0,4.7,right_only
13165,,,,,,,,,,,,4.5,3.9,right_only
13167,,,,,,,,,,,,3.4,3.8,right_only
13169,,,,,,,,,,,,3.2,3.4,right_only
13171,,,,,,,,,,,,3.7,4.2,right_only
13179,,,,,,,,,,,,3.8,3.9,right_only
13181,,,,,,,,,,,,4.2,4.1,right_only
13183,,,,,,,,,,,,3.5,3.5,right_only
13193,,,,,,,,,,,,4.3,4.4,right_only
13201,,,,,,,,,,,,3.0,3.0,right_only
13209,,,,,,,,,,,,4.3,4.4,right_only
13211,,,,,,,,,,,,2.8,2.8,right_only
13215,,,,,,,,,,,,3.9,4.0,right_only
13221,,,,,,,,,,,,2.8,3.0,right_only
13235,,,,,,,,,,,,3.4,3.6,right_only
13239,,,,,,,,,,,,5.9,6.2,right_only
13243,,,,,,,,,,,,3.5,3.8,right_only
13245,,,,,,,,,,,,4.6,5.0,right_only
13249,,,,,,,,,,,,3.1,3.4,right_only
13251,,,,,,,,,,,,4.4,4.4,right_only
13253,,,,,,,,,,,,3.8,4.3,right_only
13255,,,,,,,,,,,,3.5,3.8,right_only
13257,,,,,,,,,,,,3.5,3.9,right_only
13259,,,,,,,,,,,,5.8,5.0,right_only
13265,,,,,,,,,,,,3.1,3.8,right_only
13269,,,,,,,,,,,,4.0,3.9,right_only
13271,,,,,,,,,,,,6.1,5.6,right_only
13273,,,,,,,,,,,,4.8,4.8,right_only
13279,,,,,,,,,,,,4.0,4.2,right_only
13281,,,,,,,,,,,,3.3,3.4,right_only
13283,,,,,,,,,,,,4.6,4.6,right_only
13295,,,,,,,,,,,,2.9,3.0,right_only
13301,,,,,,,,,,,,4.7,4.8,right_only
13303,,,,,,,,,,,,3.9,4.2,right_only
13305,,,,,,,,,,,,3.2,3.4,right_only
13307,,,,,,,,,,,,3.3,3.5,right_only
13309,,,,,,,,,,,,2.8,2.6,right_only
13315,,,,,,,,,,,,3.3,3.2,right_only
13319,,,,,,,,,,,,4.2,4.4,right_only
15001,,,,,,,,,,,,3.1,3.0,right_only
15003,,,,,,,,,,,,2.6,2.5,right_only
15007,,,,,,,,,,,,2.5,2.4,right_only
15009,,,,,,,,,,,,4.3,4.1,right_only
16005,,,,,,,,,,,,3.4,3.9,right_only
16023,,,,,,,,,,,,4.2,3.5,right_only
16025,,,,,,,,,,,,3.9,4.5,right_only
16029,,,,,,,,,,,,3.6,3.5,right_only
16033,,,,,,,,,,,,3.9,4.1,right_only
16035,,,,,,,,,,,,5.8,6.3,right_only
16045,,,,,,,,,,,,3.5,3.8,right_only
16059,,,,,,,,,,,,4.2,4.4,right_only
16061,,,,,,,,,,,,3.9,4.3,right_only
16067,,,,,,,,,,,,3.0,3.2,right_only
16073,,,,,,,,,,,,3.7,4.2,right_only
16077,,,,,,,,,,,,3.6,3.3,right_only
17003,,,,,,,,,,,,6.6,6.6,right_only
17009,,,,,,,,,,,,3.1,3.0,right_only
17021,,,,,,,,,,,,4.5,4.2,right_only
17025,,,,,,,,,,,,5.5,5.1,right_only
17039,,,,,,,,,,,,4.1,4.2,right_only
17041,,,,,,,,,,,,3.7,3.7,right_only
17055,,,,,,,,,,,,5.2,5.2,right_only
17057,,,,,,,,,,,,5.2,4.9,right_only
17059,,,,,,,,,,,,5.5,5.0,right_only
17069,,,,,,,,,,,,5.0,5.0,right_only
17087,,,,,,,,,,,,5.6,5.5,right_only
17089,,,,,,,,,,,,5.0,5.0,right_only
17095,,,,,,,,,,,,5.5,5.2,right_only
17097,,,,,,,,,,,,5.1,5.1,right_only
17099,,,,,,,,,,,,5.7,5.7,right_only
17103,,,,,,,,,,,,5.0,4.9,right_only
17109,,,,,,,,,,,,4.3,4.3,right_only
17115,,,,,,,,,,,,6.1,5.8,right_only
17127,,,,,,,,,,,,4.4,4.2,right_only
17129,,,,,,,,,,,,4.1,4.1,right_only
17131,,,,,,,,,,,,4.8,5.5,right_only
17141,,,,,,,,,,,,5.2,5.0,right_only
17151,,,,,,,,,,,,5.3,5.3,right_only
17159,,,,,,,,,,,,4.0,3.9,right_only
17169,,,,,,,,,,,,4.8,5.3,right_only
17175,,,,,,,,,,,,5.4,5.1,right_only
17181,,,,,,,,,,,,5.1,4.7,right_only
17185,,,,,,,,,,,,3.8,3.8,right_only
17189,,,,,,,,,,,,3.6,3.5,right_only
17199,,,,,,,,,,,,4.5,4.5,right_only
17203,,,,,,,,,,,,3.9,3.8,right_only
18001,,,,,,,,,,,,3.0,3.8,right_only
18007,,,,,,,,,,,,2.7,3.3,right_only
18009,,,,,,,,,,,,3.8,4.5,right_only
18011,,,,,,,,,,,,2.6,3.2,right_only
18013,,,,,,,,,,,,3.5,3.8,right_only
18015,,,,,,,,,,,,2.8,3.5,right_only
18017,,,,,,,,,,,,3.7,4.4,right_only
18021,,,,,,,,,,,,3.3,3.9,right_only
18025,,,,,,,,,,,,3.9,4.7,right_only
18027,,,,,,,,,,,,2.6,3.2,right_only
18029,,,,,,,,,,,,3.3,3.8,right_only
18031,,,,,,,,,,,,3.0,3.7,right_only
18037,,,,,,,,,,,,2.6,3.2,right_only
18041,,,,,,,,,,,,3.7,4.5,right_only
18043,,,,,,,,,,,,3.0,3.6,right_only
18045,,,,,,,,,,,,3.1,3.8,right_only
18049,,,,,,,,,,,,3.6,4.3,right_only
18051,,,,,,,,,,,,2.8,3.4,right_only
18055,,,,,,,,,,,,3.6,4.3,right_only
18065,,,,,,,,,,,,3.6,4.0,right_only
18069,,,,,,,,,,,,2.9,3.7,right_only
18073,,,,,,,,,,,,3.5,4.1,right_only
18075,,,,,,,,,,,,2.9,3.6,right_only
18077,,,,,,,,,,,,3.2,3.8,right_only
18087,,,,,,,,,,,,3.5,3.8,right_only
18091,,,,,,,,,,,,3.8,4.5,right_only
18097,,,,,,,,,,,,3.4,4.1,right_only
18099,,,,,,,,,,,,3.6,4.1,right_only
18101,,,,,,,,,,,,3.0,3.2,right_only
18103,,,,,,,,,,,,3.8,4.8,right_only
18109,,,,,,,,,,,,3.3,3.8,right_only
18111,,,,,,,,,,,,4.0,4.3,right_only
18115,,,,,,,,,,,,3.4,4.0,right_only
18117,,,,,,,,,,,,3.1,3.9,right_only
18119,,,,,,,,,,,,3.3,3.9,right_only
18121,,,,,,,,,,,,3.5,4.1,right_only
18125,,,,,,,,,,,,3.5,4.0,right_only
18131,,,,,,,,,,,,3.0,3.5,right_only
18133,,,,,,,,,,,,3.3,3.9,right_only
18135,,,,,,,,,,,,3.2,4.0,right_only
18137,,,,,,,,,,,,3.2,3.7,right_only
18139,,,,,,,,,,,,3.1,3.6,right_only
18143,,,,,,,,,,,,3.8,4.6,right_only
18147,,,,,,,,,,,,3.2,3.9,right_only
18149,,,,,,,,,,,,4.5,5.1,right_only
18153,,,,,,,,,,,,3.4,4.0,right_only
18155,,,,,,,,,,,,3.6,4.5,right_only
18159,,,,,,,,,,,,3.5,4.1,right_only
18161,,,,,,,,,,,,2.8,2.9,right_only
18165,,,,,,,,,,,,4.0,4.6,right_only
18169,,,,,,,,,,,,3.1,4.0,right_only
18171,,,,,,,,,,,,2.8,3.4,right_only
18177,,,,,,,,,,,,3.4,4.2,right_only
18181,,,,,,,,,,,,3.2,4.0,right_only
18183,,,,,,,,,,,,2.8,3.6,right_only
19009,,,,,,,,,,,,2.2,2.3,right_only
19025,,,,,,,,,,,,2.5,2.6,right_only
19053,,,,,,,,,,,,2.9,3.0,right_only
19059,,,,,,,,,,,,3.1,3.2,right_only
19085,,,,,,,,,,,,2.6,2.6,right_only
19089,,,,,,,,,,,,3.3,3.3,right_only
19109,,,,,,,,,,,,2.6,2.5,right_only
19127,,,,,,,,,,,,5.8,5.8,right_only
19135,,,,,,,,,,,,2.9,3.3,right_only
19137,,,,,,,,,,,,2.5,2.4,right_only
19159,,,,,,,,,,,,2.3,2.6,right_only
19179,,,,,,,,,,,,3.5,3.8,right_only
19189,,,,,,,,,,,,3.3,2.5,right_only
20019,,,,,,,,,,,,3.4,4.1,right_only
20029,,,,,,,,,,,,2.5,3.0,right_only
20033,,,,,,,,,,,,2.7,3.0,right_only
20039,,,,,,,,,,,,2.5,3.0,right_only
20043,,,,,,,,,,,,2.9,3.8,right_only
20049,,,,,,,,,,,,3.3,4.2,right_only
20065,,,,,,,,,,,,2.7,3.6,right_only
20067,,,,,,,,,,,,2.8,3.5,right_only
20071,,,,,,,,,,,,2.4,2.9,right_only
20075,,,,,,,,,,,,2.3,2.7,right_only
20081,,,,,,,,,,,,2.6,3.0,right_only
20083,,,,,,,,,,,,2.5,3.0,right_only
20089,,,,,,,,,,,,3.2,4.0,right_only
20093,,,,,,,,,,,,2.6,3.0,right_only
20095,,,,,,,,,,,,2.5,2.7,right_only
20097,,,,,,,,,,,,2.7,3.1,right_only
20099,,,,,,,,,,,,3.2,3.7,right_only
20101,,,,,,,,,,,,3.0,3.5,right_only
20105,,,,,,,,,,,,2.7,4.1,right_only
